"year","mrate_all_adults","mrate_male_adults","mrate_female_adults","mrate_nsw","mrate_vic","mrate_qld","mrate_nt","mrate_wa","mrate_sa","mrate_tas","mrate_act","pstay_indigenous","pstay_non_indigenous","non_aborig_migration","pstay_aus","pstay_aus_lower","pstay_aus_upper","pstay_os","pstay_os_lower","pstay_os_upper","pstay_nsw","pstay_nsw_lower","pstay_nsw_upper","pstay_vic","pstay_vic_lower","pstay_vic_upper","pstay_qld","pstay_qld_lower","pstay_qld_upper","pstay_wa","pstay_wa_lower","pstay_wa_upper","pstay_sa","pstay_sa_lower","pstay_sa_upper","pstay_act","pstay_act_lower","pstay_act_upper","pstay_tas","pstay_tas_lower","pstay_tas_upper","pstay_nt","pstay_nt_lower","pstay_nt_upper","drate_indigenous","drate_indigenous_lower","drate_indigenous_upper","drate_non_indigenous","drate_non_indigenous_lower","drate_non_indigenous_upper","drate_male","drate_female","drate_nsw","drate_nsw_lower","drate_nsw_upper","drate_vic","drate_vic_lower","drate_vic_upper","drate_qld","drate_qld_lower","drate_qld_upper"
1980,1.29953618070721,1.29953618070721,0.972959864802975,1.26198144819745,0.414162127884371,1.24901942278811,1.91301010438377,1.44262613350416,0.584618451975603,0.458263075082634,1.31590456757529,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.580113702285648,0,0,0,0,0,0,0,0,0
1981,1.29603511351845,1.29603511351845,0.97277077163554,1.2564403305881,0.433555492784874,1.23974450311404,1.89827032950346,1.43070682400198,0.584420660681574,0.45656189366733,1.31680137813046,1,1,1,1.0909283901164,1.20192514977443,1,1,1,1,1,1,1,1.0909283901164,1.20192514977443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7,1.5,1.9,1,1,1,1,0.583158385817588,1,1,1,1,1,1,1,1,1
1982,1.29253404632969,1.29253404632969,0.972581678468106,1.25094205691809,0.452798908125057,1.23054129714899,1.88364452261035,1.41887967463954,0.584224398710473,0.454873865792248,1.3176912545435,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.586235197561262,0,0,0,0,0,0,0,0,0
1983,1.28903297914093,1.28903297914093,0.972392585300671,1.24548613219682,0.471894106323113,1.2214089763601,1.86913136699356,1.40714362065945,0.584029648393511,0.453198839490071,1.31857427692693,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.589344648750589,1,1,1,1,1,1,1,1,1
1984,1.2765636566443,1.28553191195217,0.972203492133237,1.24007206902953,0.490842793212668,1.21234672492868,1.85472956614764,1.39549761364338,0.583836392333036,0.451536665125473,1.31945052416387,1,0.999912605449726,1.00892857142857,1.00202059593959,1.00408113884007,1,0.918502630436344,0.835394066784033,1,1.00019173538113,1.00038726134979,1,0.998965060616305,0.997909660594113,1,1.00202059593959,1.00408113884007,1,1.00202059593959,1.00408113884007,1,1.00202059593959,1.00408113884007,1,1.00202059593959,1.00408113884007,1,1.00202059593959,1.00408113884007,1,1.00202059593959,1.00408113884007,1,1.7,1.5,1.9,0.99375,0.991964285714286,0.995535714285714,1.0161235979121,0.602040287896731,1,1,1,1,1,1,1,1,1
1985,1.26924177824464,1.28203084476341,0.972014398965802,1.2346993874721,0.509646648550753,1.20335373950721,1.84043784338641,1.3839406211999,0.583644613397346,0.449887195350561,1.32032007393161,1,0.999962024273224,1.00377358490566,1.00229385561452,1.00463434931666,1,0.918753114040405,0.83585433710677,1,0.999315855445841,0.998617801039007,1,1.00019951947478,1.00040309552867,1,1.00136562515259,1.00275901584766,1,0.999836774979991,0.999670231310484,1,1.00229385561452,1.00463434931666,1,1.00229385561452,1.00463434931666,1,1.00229385561452,1.00463434931666,1,1.00229385561452,1.00463434931666,1,1.7,1.5,1.9,0.997358490566038,0.996603773584906,0.99811320754717,1.02333293918036,0.609562151048584,1,1,1,1,1,1,1,1,1
1986,1.26636759315996,1.27852977757466,0.971825305798368,1.22936761488926,0.528307326514218,1.19442922898195,1.82625494146576,1.37247162665934,0.583454294715633,0.448250285061333,1.32118300272453,1,0.99996383286799,1.00348887919756,1.00259436272127,1.00524307730116,1,0.91902857401511,0.836360797916427,1,0.999603193550579,0.999198074012221,1,1.00020221228121,1.00040866090656,1,1.00159953190334,1.00323257397515,1,0.996976494572956,0.993889646754287,1,1.00259436272127,1.00524307730116,1,1.00259436272127,1.00524307730116,1,0.91902857401511,0.836360797916427,1,1.00259436272127,1.00524307730116,1,1.7,1.5,1.9,0.99755778456171,0.996860008722198,0.998255560401221,1.02384305648304,0.613153106050449,1,1,1,1,1,1,1,1,1
1987,1.26375116146398,1.2750287103859,0.971636212630933,1.22407628581595,0.546826456184782,1.18557241424097,1.81217962221489,1.36108962877569,0.583265419673029,0.446625791355121,1.32203938587652,1,0.999951837193701,1.00443554156532,1.00308255642751,1.00623279088159,1,0.919476076995745,0.837184238195229,1,0.999603866521672,0.999199035868546,1,0.999909171806739,0.999816349465756,1,1.00235236883422,1.00475638430791,1,1.00308255642751,1.00623279088159,1,1.00308255642751,1.00623279088159,1,1.00109192596485,1.00220782534144,1,1.00308255642751,1.00623279088159,1,1.00308255642751,1.00623279088159,1,1.7,1.5,1.9,0.996895120904278,0.996008012591215,0.997782229217341,1.0225514305322,0.615698115686535,1,1,1,1,1,1,1,1,1
1988,1.26006311685887,1.27152764319714,0.971447119463499,1.21882494182192,0.565205642023142,1.17678252794738,1.79821066617603,1.34979364143521,0.583077971905773,0.445013573489008,1.3228892975829,1,0.999950057780441,1.00454752160073,1.0032055149802,1.00648221960236,1,0.91958878700843,0.837391762533012,1,0.999571979815752,0.999134453950244,1,0.999687984356383,0.999369039316992,1,1.0032055149802,1.00648221960236,1,1.00178828230271,1.00361627965203,1,1.0032055149802,1.00648221960236,1,1.0032055149802,1.00648221960236,1,1.0032055149802,1.00648221960236,1,0.91958878700843,0.837391762533012,1,1.7,1.5,1.9,0.996816734879491,0.995907230559345,0.997726239199636,1.02182233003967,0.618611411817209,1,1,1,1,1,1,1,1,1
1989,1.25656438728144,1.26802657600838,0.971258026296064,1.21361313137927,0.583446464332378,1.16805881431774,1.78434687225222,1.33858269337161,0.58289193529649,0.443413492839182,1.32373281092191,1,0.999941345773548,1.00520488312672,1.0034900914445,1.00705973963545,1,0.919849644152564,0.837872258371875,1,0.999424493034371,0.998835867368995,1,0.99988995207157,0.99977739559708,1,1.0034900914445,1.00705973963545,1,0.999244383460134,0.998471542616997,1,1.0034900914445,1.00705973963545,1,1.00222281194007,1.00449629294964,1,1.0034900914445,1.00705973963545,1,1.0034900914445,1.00705973963545,1,1.7,1.5,1.9,0.996356581811299,0.995315605185956,0.997397558436642,1.02130193418214,0.621683670673327,1,1,1,1,1,1,1,1,1
