"year","mrate_all_adults","mrate_male_adults","mrate_female_adults","mrate_nsw","mrate_vic","mrate_qld","mrate_nt","mrate_wa","mrate_sa","mrate_tas","mrate_act","pstay_indigenous","pstay_non_indigenous","non_aborig_migration","pstay_aus","pstay_aus_lower","pstay_aus_upper","pstay_os","pstay_os_lower","pstay_os_upper","pstay_nsw","pstay_nsw_lower","pstay_nsw_upper","pstay_vic","pstay_vic_lower","pstay_vic_upper","pstay_qld","pstay_qld_lower","pstay_qld_upper","pstay_wa","pstay_wa_lower","pstay_wa_upper","pstay_sa","pstay_sa_lower","pstay_sa_upper","pstay_act","pstay_act_lower","pstay_act_upper","pstay_tas","pstay_tas_lower","pstay_tas_upper","pstay_nt","pstay_nt_lower","pstay_nt_upper","drate_indigenous","drate_indigenous_lower","drate_indigenous_upper","drate_non_indigenous","drate_non_indigenous_lower","drate_non_indigenous_upper","drate_male","drate_female","drate_nsw","drate_nsw_lower","drate_nsw_upper","drate_vic","drate_vic_lower","drate_vic_upper","drate_qld","drate_qld_lower","drate_qld_upper"
1980,1.29953618070721,1.29953618070721,0.972959864802975,1.2068624185993,0.529669683627032,1.21304310681333,1.74596967610466,1.41799902113492,0.578462334599615,0.41020806717736,1.3250514706682,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,1.7,1.5,1.9,1,1,1,1,0.580113702285648,0,0,0,0,0,0,0,0,0
1981,1.29603511351845,1.29603511351845,0.97277077163554,1.20377626702141,0.543044488437037,1.20600649464525,1.73843833958379,1.40823657081379,0.578491306501913,0.410294752470909,1.32554321795923,1,1,1,1.09093652556681,1.20194321621155,1,1,1,1,1,1,1,1.09093652556681,1.20194321621155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7,1.5,1.9,1,1,1,1,0.583158385817588,1,1,1,1,1,1,1,1,1
1982,1.29253404632969,1.29253404632969,0.972581678468106,1.20068720563286,0.556431903823182,1.19896324793299,1.73089990206264,1.39846491586316,0.578520305720675,0.410381519496604,1.32603542889939,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,1.7,1.5,1.9,1,1,1,1,0.586235197561262,0,0,0,0,0,0,0,0,0
1983,1.28903297914093,1.28903297914093,0.972392585300671,1.19759523031641,0.569831947628901,1.19191335728894,1.7233543534936,1.38868404325885,0.578549332294554,0.410468368370092,1.32652810414472,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,1,1,1,1,1,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,0.916643614513172,0.831986059334763,1,1.7,1.5,1.9,1,1,1,1,0.589344648750589,1,1,1,1,1,1,1,1,1
1984,1.27657967138592,1.28553191195217,0.972203492133237,1.19450033694703,0.583244637731303,1.18485681330778,1.71580168381009,1.37889393995212,0.578578386262272,0.410555299207239,1.32702124435252,1,0.999909880018054,1.00891265597148,1.00234885640026,1.004745698753,1,0.918796678733879,0.835934414539064,1,0.99992705414906,0.999852618051149,1,0.999292069412465,0.99856967615981,1,1.00234885640026,1.004745698753,1,1.00234885640026,1.004745698753,1,1.00234885640026,1.004745698753,1,1.00234885640026,1.004745698753,1,1.00234885640026,1.004745698753,1,1.00234885640026,1.004745698753,1,1.7,1.5,1.9,0.993761140819964,0.991978609625668,0.99554367201426,1.0161235979121,0.602040287896731,1,1,1,1,1,1,1,1,1
1985,1.2692612886436,1.28203084476341,0.972014398965802,1.19140252139188,0.596669992041271,1.17779360656644,1.70824188292651,1.36909459286958,0.57860746766263,0.41064231212413,1.32751485018129,1,0.99996186726141,1.00376789751319,1.00235775433838,1.00476371956151,1,0.918804834972039,0.83594940760052,1,0.999234280717208,0.998452904161099,1,1.00026893135422,1.00054336176248,1,1.00144957043222,1.00292878138802,1,0.999900315533488,0.999798592739127,1,1.00235775433838,1.00476371956151,1,1.00235775433838,1.00476371956151,1,1.00235775433838,1.00476371956151,1,1.00235775433838,1.00476371956151,1,1.7,1.5,1.9,0.997362471740769,0.996608892238131,0.998116051243406,1.02333293918036,0.609562151048584,1,1,1,1,1,1,1,1,1
1986,1.26638373765254,1.27852977757466,0.971825305798368,1.18830177951034,0.610108028503512,1.17072372762402,1.70067494073823,1.35928598891313,0.578636576534497,0.410729407237068,1.32800892229082,1,0.999963631235992,1.00348432055749,1.00267272155002,1.00540182647494,1,0.919093547655369,0.83648030365686,1,0.999511773927752,0.999013248303846,1,1.00028928503211,1.00058467278241,1,1.00168943715126,1.00341451444179,1,0.997053953557101,0.994045757714062,1,1.00267272155002,1.00540182647494,1,1.00267272155002,1.00540182647494,1,0.919093547655369,0.83648030365686,1,1.00267272155002,1.00540182647494,1,1.7,1.5,1.9,0.997560975609756,0.996864111498258,0.998257839721254,1.02384305648304,0.613153106050449,1,1,1,1,1,1,1,1,1
1987,1.26376261241298,1.2750287103859,0.971636212630933,1.18519810715396,0.623558765096651,1.16364716702179,1.69310084712149,1.34946811495995,0.578665712916817,0.410816584662578,1.32850346134212,1,0.999951693909317,1.00443110348771,1.00313291622553,1.00633489288055,1,0.91951538216611,0.837256601898757,1,0.999553498978075,0.999097155512203,1,0.999968351617751,0.999936005594482,1,1.00240895489168,1.00487101157334,1,1.00313291622553,1.00633489288055,1,1.00313291622553,1.00633489288055,1,1.00114202255745,1.00230921928574,1,1.00313291622553,1.00633489288055,1,1.00313291622553,1.00633489288055,1,1.7,1.5,1.9,0.996898227558605,0.996012006861064,0.997784448256146,1.0225514305322,0.615698115686535,1,1,1,1,1,1,1,1,1
1988,1.26007761057105,1.27152764319714,0.971447119463499,1.18209150016644,0.637022219833327,1.15656391528316,1.68551959193341,1.33964095786237,0.57869487684861,0.410903844517403,1.32899846799744,1,0.999950004507415,1.00454184171682,1.0032382640636,1.00654861367906,1,0.919611948589176,0.837434414623708,1,0.999533586662785,0.999056790706319,1,0.999728766411793,0.999451495013665,1,1.0032382640636,1.00654861367906,1,1.00182883178032,1.00369837436914,1,1.0032382640636,1.00654861367906,1,1.0032382640636,1.00654861367906,1,1.0032382640636,1.00654861367906,1,0.919611948589176,0.837434414623708,1,1.7,1.5,1.9,0.996820710798229,0.995912342454865,0.997729079141592,1.02182233003967,0.618611411817209,1,1,1,1,1,1,1,1,1
1989,1.25657861514867,1.26802657600838,0.971258026296064,1.17898195438361,0.650498410760245,1.14947396291356,1.6779311650119,1.32980450444784,0.578724068368967,0.410991186918509,1.32949394292031,1,0.999941340724987,1.00519848771267,1.00351229571686,1.00710476092689,1,0.919863137954317,0.837897121380838,1,0.999394183334707,0.998774538672311,1,0.999926140399028,0.999850594924413,1,1.00351229571686,1.00710476092689,1,0.999266145576633,0.99851554064536,1,1.00351229571686,1.00710476092689,1,1.00224488423561,1.00454100881255,1,1.00351229571686,1.00710476092689,1,1.00351229571686,1.00710476092689,1,1.7,1.5,1.9,0.996361058601134,0.995321361058601,0.997400756143667,1.02130193418214,0.621683670673327,1,1,1,1,1,1,1,1,1
