"year","cumunique_female","annunique_female","cumunique_male","annunique_male","cumunique_all","annunique_all","migrationrate","migrationrate_lower","migrationrate_upper","propstay","propstay_lower","propstay_upper","deathrate","deathrate_lower","deathrate_upper"
1980,0,0,1,1,1,1,0.00131857617421201,0,0.00263715234842402,0.98,0.96,1,0,0,0
1981,0,0,1,1,1,1,0.00131857617421201,0,0.00263715234842402,0.98,0.96,1,0.417590809505849,0.401680067500496,0.433112728243033
1982,0,0,1,1,1,1,0.00147165677353577,0,0.00294331354707153,0.98,0.96,1,0,0,0
1983,0,0,0.962442442524841,0.953053053156051,0.962442442524841,0.953053053156051,0.00167081129481352,0,0.00334162258962705,0.98,0.96,1,0.163089579895344,0.155090502072436,0.171073288290407
1984,0.728768175211071,0.728768175211071,0.910490467538892,0.907983132838798,0.904412081897778,0.901725491128006,0.00142435404300312,0,0.00284870808600623,0.98,0.96,1,0.04152024190689,0.0394574889237074,0.0435816248400327
1985,0.824789467284209,0.841293126859279,0.929447722182961,0.934680965330764,0.922272919363902,0.927089803931138,0.00117039858832698,0,0.00234079717665396,0.98,0.96,1,0.03679208481126,0.0350677211168421,0.0385051650351907
1986,0.866752452685228,0.920551151917305,0.918346618569541,0.903062049140203,0.909957976966799,0.893072540484174,0.00116551640338864,0,0.00233103280677727,0.98,0.96,1,0.0473282914089052,0.0453998005260861,0.049220229466019
1987,0.895852451257528,0.959538513706742,0.849412864471067,0.71937805536846,0.838484495337042,0.702569648087399,0.00124613890599983,0,0.00249227781199967,0.98,0.96,1,0.0461344987046738,0.0442957989597988,0.0479359489369805
1988,0.913906893603493,0.992819006778554,0.844088858587257,0.823638013274591,0.835380970779394,0.823378965892269,0.00121890693651532,0,0.00243781387303065,0.98,0.96,1,0.0448801265418699,0.0430916173438084,0.0466334353627225
1989,0.9248728984156,0.984438242735906,0.847371831233025,0.863518105175365,0.840293026810313,0.864575680966518,0.00146722597990178,0,0.00293445195980356,0.98,0.96,1,0.0655683787907926,0.062890049313694,0.0682006761273521
1990,0.934498036431257,0.980278104640182,0.852434408230778,0.887735525923153,0.847014598740831,0.892747984694727,0.00176880666063746,0,0.00353761332127493,0.98,0.96,1,0.0763109981460426,0.0730463702731323,0.0795341054751176
1991,0.932551254872683,0.919215801196449,0.852313709700452,0.85131610294046,0.846232002709693,0.839837914948913,0.0017198937037793,0,0.00343978740755859,0.98,0.96,1,0.0802645019352338,0.0765907956025556,0.0839157092527836
1992,0.938322548529892,0.985514897706034,0.859234385598794,0.93605925293542,0.854210646220711,0.94099822993285,0.0016027673766554,0,0.00320553475331081,0.98,0.96,1,0.0826102482586541,0.0785533207877442,0.0866709897317766
1993,0.943399678545595,0.99931157284352,0.864937380891221,0.943642077220608,0.85971291437368,0.934529729969147,0.0015841671327365,0,0.003168334265473,0.98,0.96,1,0.0917166622705374,0.0868973709740803,0.0965747400492695
1994,0.95072914524394,1.02487248731878,0.861947409482873,0.81472529291098,0.859673492762025,0.859071157593659,0.00151061006571517,0,0.00302122013143034,0.98,0.96,1,0.0992841839576272,0.0936473440072329,0.105015471256859
1995,0.949664289520696,0.934868399471402,0.867454258130148,0.968283083476432,0.864574178387188,0.952575238766693,0.00153811206595107,0,0.00307622413190213,0.98,0.96,1,0.0882451416159658,0.0828138153679335,0.0938208804550108
1996,0.95224028931883,0.989152083894632,0.873250692167221,0.989564883961016,0.869167191243792,0.959072550395656,0.00155482144948748,0,0.00310964289897496,0.98,0.96,1,0.0713740166953797,0.0666875727519661,0.076224000875882
1997,0.953873991749277,0.975856365563406,0.873728144870257,0.885080766916445,0.869681827233823,0.881346704476758,0.00163911363822504,0,0.00327822727645008,0.98,0.96,1,0.0373083633546451,0.0347344416421556,0.0399888356112841
1998,0.956690069972111,0.993697320152988,0.873493927788955,0.867061136509942,0.870254806493453,0.884939255524248,0.00178769802872078,0,0.00357539605744156,0.98,0.96,1,0.0264651796391641,0.0245983630048101,0.0284136107726366
1999,0.960175363247398,1.02523417105275,0.877819413939496,1.00491042342708,0.874639031542319,0.998609477662742,0.00202175460814696,0,0.00404350921629391,0.98,0.96,1,0.0232464554377733,0.0215824953521335,0.0249849248560328
2000,0.957193554301251,0.906639896880945,0.878999915558629,0.913038571415114,0.874710324928693,0.876670800943662,0.0022903671462715,0,0.004580734292543,0.98,0.96,1,0.0231934628914452,0.0215060833417536,0.0249584246014511
2001,0.958858277735482,0.985391930840263,0.881220354716512,0.947561638943893,0.876739066872982,0.933818135504504,0.00245532178358907,0,0.00491064356717815,0.98,0.96,1,0.0207529914513563,0.0192127121822381,0.0223667452193852
2002,0.957061528094511,0.925665692262816,0.884857756685168,0.98504949725741,0.880724650016023,0.986093504360181,0.00250287662491244,0,0.00500575324982488,0.98,0.96,1,0.0179741929877409,0.0166189075904529,0.0193954751641669
2003,0.956299501106089,0.941603266329371,0.886137331070133,0.921736744662495,0.88269979438984,0.935907490441778,0.00272908543863202,0,0.00545817087726403,0.98,0.96,1,0.0161649832911033,0.0149297907784765,0.0174610071493419
2004,0.957897278272424,0.980940220843165,0.889431288891434,0.984247239342544,0.886366433617342,0.984566860684199,0.00308540311003645,0,0.0061708062200729,0.98,0.96,1,0.0094715852442672,0.00587735316369712,0.0150484992548716
2005,0.958360350357343,0.967687945210718,0.892174352260699,0.965603568505091,0.888428354881347,0.942253574857982,0.00317061091813655,0,0.0063412218362731,0.98,0.96,1,0.0129675810473815,0.00866206801203746,0.0192278724661965
2006,0.959076776865693,0.968842801374244,0.896978176723188,1.03222218053504,0.893150092624934,1.0158550358908,0.00336443300795776,0,0.00672886601591551,0.98,0.96,1,0.0137592137592138,0.00933527843434627,0.0201028843990481
2007,0.961177901173721,0.994555761609828,0.899738833889744,0.975999348143173,0.896296997869159,0.978325333619115,0.00356726153223042,0,0.00713452306446085,0.98,0.96,1,0.0126520681265207,0.00845097070862271,0.0187616929039954
2008,0.960529528209968,0.95003121529002,0.899173956545306,0.882207554563442,0.896127953331248,0.891386237437287,0.00369768050988039,0,0.00739536101976078,0.98,0.96,1,0.0108161258603736,0.00695790578239369,0.0166173376709256
2009,0.962475252429705,0.995698162576232,0.903018474358856,1.01537720609548,0.900085382847075,1.00915627107777,0.00378265005300787,0,0.00756530010601573,0.98,0.96,1,0.00766456266907124,0.00461767417450096,0.0125167643081319
2010,0.9630335929005,0.97242290069102,0.908393436624504,1.07462528066121,0.905001531208985,1.04673274729469,0.00397790611410935,0,0.0079558122282187,0.98,0.96,1,0.0109612141652614,0.00731997802689259,0.0162620033812365
2011,0.96394696556418,0.981437741402678,0.910818149122392,0.980668241758445,0.908957770556928,1.01804333010818,0.00390679777041302,0,0.00781359554082604,0.98,0.96,1,0.00813008130081301,0.00510939933204561,0.0127703496631116
2012,0.962749484074089,0.940989114910607,0.911946922241257,0.942737916707242,0.911399621029791,0.975130172807218,0.00388934539915241,0,0.00777869079830482,0.98,0.96,1,0.00662509742790335,0.00399083878828622,0.0108234505273176
2013,0.965448645058101,1.01656911824014,0.91118623613271,0.889295851209598,0.912116877705568,0.931820068739518,0.00394525016706533,0,0.00789050033413066,0.98,0.96,1,0.0078462142016477,0.0049308100289911,0.0123256317402141
2014,0.967315905278241,1.00052285730127,0.911211590664763,0.911918037096505,0.91277057944333,0.930072146394884,0.00356994690195057,0,0.00713989380390114,0.98,0.96,1,0.0108259823576584,0.00728740977934562,0.0159421426667234
2015,0.969351037306632,1.01095153023992,0.913196793906867,0.974262013264198,0.914986415350423,0.980036266907776,0.00372883995763931,0,0.00745767991527862,0.98,0.96,1,0.00494845360824742,0.00268332134546668,0.00889077643711637
2016,0.968725627750278,0.954992990202623,0.915416566909782,0.984446878580693,0.91758448529045,0.995272713772903,0.00394699584406967,0,0.00789399168813935,0.98,0.96,1,0.00778369520688243,0.00482884754717307,0.0123739914297056
2017,0.967826617243514,0.948469955993367,0.922539304149023,1.15690119003942,0.9233176715311,1.10274855614971,0.00394699584406967,0,0.00789399168813935,0.98,0.96,1,0.00966572694321385,0.0063419499078677,0.0145820735108759
2018,0.967679947428427,0.963831794648372,0.922745745085309,0.930485688924688,0.923664379933697,0.936136020499288,0.00394699584406967,0,0.00789399168813935,0.98,0.96,1,0.00797314309693663,0.00494650681971423,0.012674332658459
