"year","cumunique_female","annunique_female","cumunique_male","annunique_male","cumunique_all","annunique_all","migrationrate","migrationrate_lower","migrationrate_upper","propstay","propstay_lower","propstay_upper","deathrate","deathrate_lower","deathrate_upper"
1980,0,0,1,1,1,1,0.00131857617421201,0,0.00263715234842402,0.98,0.96,1,0,0,0
1981,0,0,1,1,1,1,0.00131857617421201,0,0.00263715234842402,0.98,0.96,1,0.417590809505849,0.401680067500496,0.433112728243033
1982,0,0,1,1,1,1,0.00147165677353577,0,0.00294331354707153,0.98,0.96,1,0,0,0
1983,0,0,1,1,1,1,0.00167081129481352,0,0.00334162258962705,0.98,0.96,1,0.156614648645192,0.148927217248436,0.164287894831242
1984,1,1,0.982900418951839,0.982075149596232,0.984577101017086,0.983863077916025,0.00142435404300312,0,0.00284870808600623,0.98,0.96,1,0.038107411352647,0.036214311555813,0.0399992419866467
1985,1,1,0.953771083712651,0.945729787812865,0.954945770569375,0.94695450484004,0.00117039858832698,0,0.00234079717665396,0.98,0.96,1,0.0355286489244199,0.033870822698293,0.0371749179237746
1986,0.993229092243756,0.984548441274211,0.932998348932491,0.904397381133148,0.930602583131012,0.897224810663979,0.00116551640338864,0,0.00233103280677727,0.98,0.96,1,0.0462572808568737,0.0443792880031718,0.0480991376821208
1987,0.99002013367357,0.9829972489339,0.860718069769357,0.724370464364979,0.853575564470686,0.707100043248074,0.00124613890599983,0,0.00249227781199967,0.98,0.96,1,0.0452788324661516,0.0434778092357578,0.0470431212250327
1988,0.995095103645316,1.01727671397126,0.853382516921369,0.825204813918959,0.847857938403626,0.825746634070463,0.00121890693651532,0,0.00243781387303065,0.98,0.96,1,0.0441692369436601,0.0424120149356821,0.0458916850467956
1989,0.993317385097963,0.9836611411703,0.855368312724432,0.865134828163154,0.850948916643052,0.866229107894919,0.00146722597990178,0,0.00293445195980356,0.98,0.96,1,0.0646644004563195,0.0620267089531018,0.0672565343098248
1990,0.990919390101747,0.979513800455879,0.859461404141827,0.888002343255493,0.856364166475293,0.893209373693887,0.00176880666063746,0,0.00353761332127493,0.98,0.96,1,0.0753539895695891,0.0721348058163666,0.0785319530695308
1991,0.983946783763092,0.936184430343305,0.85876976023896,0.853057238722251,0.854852949718884,0.842514047221182,0.0017198937037793,0,0.00343978740755859,0.98,0.96,1,0.079277182221364,0.0756538546830076,0.0828779704188642
1992,0.987650018533051,1.0179316778499,0.866070405735688,0.947119518403494,0.863165487535383,0.953591614904367,0.0016027673766554,0,0.00320553475331081,0.98,0.96,1,0.0815059339329579,0.0775101986195305,0.08550486691316
1993,0.991911046921883,1.0388356220539,0.871541180638258,0.947120715919592,0.868438521351896,0.940208501219128,0.0015841671327365,0,0.003168334265473,0.98,0.96,1,0.0904706361483635,0.0857289895768219,0.0952492986770395
1994,0.995013653373431,1.02639896705698,0.868227996397347,0.81590121761558,0.867946772300125,0.860433184309855,0.00151061006571517,0,0.00302122013143034,0.98,0.96,1,0.0979193391743998,0.0923773113135093,0.103552393153915
1995,0.991714498078029,0.945873603447192,0.873635005183879,0.972635791205631,0.872691082717152,0.957884131078426,0.00153811206595107,0,0.00307622413190213,0.98,0.96,1,0.0869771494129379,0.0816436109595147,0.092450144920271
1996,0.992395019861186,1.00214629401983,0.879233642251758,0.991312518909191,0.877018697232594,0.961545495157188,0.00155482144948748,0,0.00310964289897496,0.98,0.96,1,0.0703201118121538,0.0657221645276329,0.0750759926223702
1997,0.992793922873671,0.998161384519446,0.879536756880319,0.886754546827531,0.877347192534594,0.884802658963582,0.00163911363822504,0,0.00327822727645008,0.98,0.96,1,0.036751851510695,0.034227580750886,0.0393790568967199
1998,0.992860184301128,0.99373095316094,0.879061300652706,0.866002150032468,0.877630781140011,0.884899024853444,0.00178769802872078,0,0.00357539605744156,0.98,0.96,1,0.0260825456490819,0.0242504250329528,0.0279936890257548
1999,0.994566782342573,1.02642327911622,0.883369109339885,1.01014176499116,0.881914352480652,1.00321140430007,0.00202175460814696,0,0.00404350921629391,0.98,0.96,1,0.0229195384416851,0.0212852524159382,0.0246261400843657
2000,0.990161554747847,0.915475224837269,0.884604616676334,0.9202293107487,0.881999343558884,0.884336488402658,0.0022903671462715,0,0.004580734292543,0.98,0.96,1,0.0228675693993567,0.0212099310498559,0.0246005970094187
2001,0.9904859411048,0.995656262426847,0.886663538650997,0.948089542716057,0.883823780949173,0.935089309554282,0.00245532178358907,0,0.00491064356717815,0.98,0.96,1,0.0204701043626262,0.0189559580910745,0.0220557777169687
2002,0.986871516743192,0.923714206845618,0.890117778201944,0.985268826846542,0.887576050561183,0.986781021333341,0.00250287662491244,0,0.00500575324982488,0.98,0.96,1,0.0177407244198349,0.0164069830998761,0.0191388913087449
2003,0.984572298368001,0.940230229703592,0.891221358365649,0.921925783908953,0.889305607160008,0.935899468851304,0.00272908543863202,0,0.00545817087726403,0.98,0.96,1,0.0159649975611283,0.0147481268955851,0.0172414146694049
2004,0.984330831496399,0.980848426457525,0.894310359200329,0.983118156901273,0.892683483429782,0.983055457145708,0.00308540311003645,0,0.0061708062200729,0.98,0.96,1,0.00819672131147541,0.00508537115808669,0.0130287316876562
2005,0.983521284648251,0.967214698135547,0.897031984330782,0.96981071452375,0.894673576084412,0.946574704150857,0.00317061091813655,0,0.0063412218362731,0.98,0.96,1,0.0112994350282486,0.00754617079680959,0.016762204568497
2006,0.98249671635606,0.96853023279408,0.90163194821342,1.03115249988927,0.899158860018548,1.01573222578072,0.00336443300795776,0,0.00672886601591551,0.98,0.96,1,0.0119914346895075,0.00813408188526223,0.0175282989544562
2007,0.983217006513985,0.994741649040786,0.904256759731974,0.976852613536723,0.902159563431041,0.980534061013003,0.00356726153223042,0,0.00713452306446085,0.98,0.96,1,0.0108378491037932,0.0072374797649082,0.0160795329161383
2008,0.981668472695589,0.956257462884006,0.903444429076926,0.879015753017598,0.901688725058157,0.888442162914242,0.00369768050988039,0,0.00739536101976078,0.98,0.96,1,0.00904233456637896,0.00581546497819987,0.0138998778210542
2009,0.982038506442541,0.988306578088539,0.907260734975362,1.01879907497023,0.90556189520446,1.01220390116008,0.00378265005300787,0,0.00756530010601573,0.98,0.96,1,0.00654932460090053,0.00387956304386586,0.0108647738590856
2010,0.981482409840425,0.972137875165632,0.912483894952006,1.07402671014125,0.910283351837411,1.0463972168579,0.00397790611410935,0,0.0079558122282187,0.98,0.96,1,0.00984251968503937,0.00651655990737379,0.0147233323684175
2011,0.981452741842243,0.980877182677504,0.914763963185187,0.98051503264405,0.914138958370358,1.0207244613753,0.00390679777041302,0,0.00781359554082604,0.98,0.96,1,0.00809248554913295,0.00514669890858152,0.012571969419056
2012,0.979288054641261,0.939762469823339,0.915809022811818,0.944316456805795,0.916465701074003,0.97723289624749,0.00388934539915241,0,0.00777869079830482,0.98,0.96,1,0.00680786686838124,0.0041641848520313,0.0109667033776983
2013,0.981185155373511,1.01705760558332,0.914947855755577,0.890165914646864,0.917010698580993,0.931979700155853,0.00394525016706533,0,0.00789050033413066,0.98,0.96,1,0.00534147272033575,0.00304230088295257,0.0091842591578256
2014,0.982224991650709,1.00068911149177,0.914771271004252,0.909863928738232,0.917421641932738,0.928272203695949,0.00356994690195057,0,0.00713989380390114,0.98,0.96,1,0.00975800156128025,0.00646053139836604,0.0145972558037645
2015,0.983475366539868,1.00914874444153,0.916431269301539,0.967545063026324,0.919406480584236,0.977765190101915,0.00372883995763931,0,0.00745767991527862,0.98,0.96,1,0.00358137684042977,0.00174881778339631,0.00705203309896554
2016,0.982198398585339,0.95420510710021,0.91854647336909,0.984388438096151,0.921901317777334,0.996553614922844,0.00394699584406967,0,0.00789399168813935,0.98,0.96,1,0.00489995916700694,0.00265700557578081,0.00880385293566312
2017,0.980752687871752,0.949848590876257,0.925411791986402,1.15194171337122,0.927372697682461,1.09886175130359,0.00394699584406967,0,0.00789399168813935,0.98,0.96,1,0.00561797752808989,0.00312704736097063,0.00985982786595343
