stage,year,population,value,lower,upper
numART,2015,nsw,8100,8079,8129
numART,2016,nsw,8466.218167,8447.596351,8484.839984
suppressed,2016,nsw,8019,7873,8176
numART,2017,nsw,8595.520825,8567.568743,8623.472908
numART,2018,nsw,8831.454978,8804.50948,8858.400476
numART,2019,nsw,9272.947243,9239.652519,9306.241967
numART,2020,nsw,9443.738992,9397.165093,9490.312892
numART,2021,nsw,9026.715589,8973.44403,9079.987148
numART,2022,nsw,9530.079334,9470.0714,9590.087267
numART,2023,nsw,9907,9907,9907
