"year","mrate_all_adults","mrate_male_adults","mrate_female_adults","mrate_nsw","mrate_vic","mrate_qld","mrate_nt","mrate_wa","mrate_sa","mrate_tas","mrate_act","pstay_indigenous","pstay_non_indigenous","non_aborig_migration","pstay_aus","pstay_aus_lower","pstay_aus_upper","pstay_os","pstay_os_lower","pstay_os_upper","pstay_nsw","pstay_nsw_lower","pstay_nsw_upper","pstay_vic","pstay_vic_lower","pstay_vic_upper","pstay_qld","pstay_qld_lower","pstay_qld_upper","pstay_wa","pstay_wa_lower","pstay_wa_upper","pstay_sa","pstay_sa_lower","pstay_sa_upper","pstay_act","pstay_act_lower","pstay_act_upper","pstay_tas","pstay_tas_lower","pstay_tas_upper","pstay_nt","pstay_nt_lower","pstay_nt_upper","drate_indigenous","drate_indigenous_lower","drate_indigenous_upper","drate_non_indigenous","drate_non_indigenous_lower","drate_non_indigenous_upper","drate_male","drate_female","drate_nsw","drate_nsw_lower","drate_nsw_upper","drate_vic","drate_vic_lower","drate_vic_upper","drate_qld","drate_qld_lower","drate_qld_upper"
1980,1.29953618070721,1.29953618070721,0.972959864802975,1.20553433024632,0.531407158725491,1.21429708738384,1.73308737961194,1.41745622780838,0.57783248803775,0.409719204981105,1.31678350326728,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.580113702285648,0,0,0,0,0,0,0,0,0
1981,1.29603511351845,1.29603511351845,0.97277077163554,1.20249237903538,0.544725096069704,1.20721786792493,1.72598528186491,1.40771092796732,0.577882497324664,0.40982224685622,1.31755185224483,1,1,1,1.0909283901164,1.20192514977443,1,1,1,1,1,1,1,1.0909283901164,1.20192514977443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7,1.5,1.9,1,1,1,1,0.583158385817588,1,1,1,1,1,1,1,1,1
1982,1.29253404632969,1.29253404632969,0.972581678468106,1.19944757888417,0.5580555063319,1.20013201842103,1.71887653264624,1.39795650116294,0.57793255344779,0.409925385235232,1.31832092081984,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.586235197561262,0,0,0,0,0,0,0,0,0
1983,1.28903297914093,1.28903297914093,0.972392585300671,1.19639992578856,0.57139840704257,1.19303952955372,1.71176112260737,1.38819293456743,0.577982656472955,0.410028620253777,1.31909071000368,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,1,1,1,1,1,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,0.916650450258524,0.831998565125022,1,1.7,1.5,1.9,1,1,1,1,0.589344648750589,1,1,1,1,1,1,1,1,1
1984,1.27657967138592,1.28553191195217,0.972203492133237,1.19334941573689,0.584753815765059,1.18594039198712,1.70463904238225,1.37842021532895,0.57803280646611,0.410131952047742,1.31986122080963,1,0.999909814615209,1.00891265597148,1.00234866332693,1.00474534383993,1,0.918803353554661,0.835946684390872,1,0.999927060145126,0.999852629073294,1,0.999292127603555,0.998569783128382,1,1.00234866332693,1.00474534383993,1,1.00234866332693,1.00474534383993,1,1.00234866332693,1.00474534383993,1,1.00234866332693,1.00474534383993,1,1.00234866332693,1.00474534383993,1,1.00234866332693,1.00474534383993,1,1.7,1.5,1.9,0.993761140819964,0.991978609625668,0.99554367201426,1.0161235979121,0.602040287896731,1,1,1,1,1,1,1,1,1
1985,1.2692612886436,1.28203084476341,0.972014398965802,1.19029604471001,0.598121750095652,1.17883459636781,1.69751028258726,1.36863833057156,0.57808300349333,0.410235380753271,1.32063245425287,1,0.999961823760915,1.00376789751319,1.00236173567056,1.0047718192894,1,0.918815336324338,0.83596871192684,1,0.999238505788463,0.998461422752483,1,1.00027307568691,1.00055174160534,1,1.0014334423445,1.00289622920759,1,0.99990448863097,0.999807022014032,1,1.00236173567056,1.0047718192894,1,1.00236173567056,1.0047718192894,1,1.00236173567056,1.0047718192894,1,1.00236173567056,1.0047718192894,1,1.7,1.5,1.9,0.997362471740769,0.996608892238131,0.998116051243406,1.02333293918036,0.609562151048584,1,1,1,1,1,1,1,1,1
1986,1.26638642423514,1.27852977757466,0.971825305798368,1.18723980868118,0.611502227663674,1.17172213332486,1.69037483382114,1.35884726739512,0.578133247620814,0.410338906506765,1.3214044113505,1,0.999963598355426,1.00348356194209,1.00267686604448,1.00541026692803,1,0.919104200723481,0.836499899446088,1,0.999516164575169,0.999022110649516,1,1.00028907560674,1.00058425642855,1,1.00168195336209,1.00339942921991,1,0.997058535602736,0.994054948105716,1,1.00267686604448,1.00541026692803,1,1.00267686604448,1.00541026692803,1,0.919104200723481,0.836499899446088,1,1.00267686604448,1.00541026692803,1,1.7,1.5,1.9,0.99756150664054,0.996864794252123,0.998258219028957,1.02384305648304,0.613153106050449,1,1,1,1,1,1,1,1,1
1987,1.26376424636483,1.2750287103859,0.971636212630933,1.18418070361615,0.624895266131535,1.1646029934697,1.68323268666502,1.34904701287531,0.578183538914884,0.410442529444878,1.32217709312149,1,0.999951647504924,1.00443047020151,1.00313737518012,1.00634398625398,1,0.919526326630007,0.837276752585504,1,0.999555722117226,0.999101639867897,1,0.99996844331087,0.999936190225725,1,1.00240714768186,1.00486741652761,1,1.00313737518012,1.00634398625398,1,1.00313737518012,1.00634398625398,1,1.00114663592892,1.00231857592854,1,1.00313737518012,1.00634398625398,1,1.00313737518012,1.00634398625398,1,1.7,1.5,1.9,0.99689867085894,0.996012576818637,0.997784764899243,1.0225514305322,0.615698115686535,1,1,1,1,1,1,1,1,1
1988,1.26007629447535,1.27152764319714,0.971447119463499,1.18111872547306,0.638300883194818,1.15747716739616,1.67608383168231,1.33923755406351,0.578233877441988,0.410546249704523,1.32295050058676,1,0.999949926136797,1.00454235748353,1.0032466629075,1.00656570457291,1,0.919626505274525,0.837461221908721,1,0.999536244657556,0.999062150688463,1,0.999733210906119,0.999460474208872,1,1.0032466629075,1.00656570457291,1,1.00182937210017,1.00369952690064,1,1.0032466629075,1.00656570457291,1,1.0032466629075,1.00656570457291,1,1.0032466629075,1.00656570457291,1,0.919626505274525,0.837461221908721,1,1.7,1.5,1.9,0.996820349761526,0.995911878264819,0.997728821258233,1.02182233003967,0.618611411817209,1,1,1,1,1,1,1,1,1
1989,1.2565764285455,1.26802657600838,0.971258026296064,1.17805387020246,0.651719096582378,1.15034464568037,1.66892825941869,1.32941887798677,0.578284263268699,0.410650067422869,1.32372463476913,1,0.999941238305805,1.00519947059936,1.00352224203851,1.00712500717738,1,0.919879115009044,0.83792656087311,1,0.999398989297622,0.998784238697594,1,0.999925587576244,0.999849473986299,1,1.00352224203851,1.00712500717738,1,0.999254735557416,0.998492433386348,1,1.00352224203851,1.00712500717738,1,1.002254921932,1.00456139435459,1,1.00352224203851,1.00712500717738,1,1.00352224203851,1.00712500717738,1,1.7,1.5,1.9,0.99636037058045,0.995320476460579,0.997400264700321,1.02130193418214,0.621683670673327,1,1,1,1,1,1,1,1,1
