"year","mrate_all_adults","mrate_male_adults","mrate_female_adults","mrate_nsw","mrate_vic","mrate_qld","mrate_nt","mrate_wa","mrate_sa","mrate_tas","mrate_act","pstay_indigenous","pstay_non_indigenous","non_aborig_migration","pstay_nsw","pstay_nsw_lower","pstay_nsw_upper","pstay_aus","pstay_aus_lower","pstay_aus_upper","pstay_os","pstay_os_lower","pstay_os_upper","pstay_vic","pstay_vic_lower","pstay_vic_upper","drate_indigenous","drate_indigenous_lower","drate_indigenous_upper","drate_non_indigenous","drate_non_indigenous_lower","drate_non_indigenous_upper","drate_male","drate_female","drate_nsw","drate_nsw_lower","drate_nsw_upper","drate_vic","drate_vic_lower","drate_vic_upper","drate_qld","drate_qld_lower","drate_qld_upper"
1990,1.25252970318947,1.26452550881962,0.97106893312863,1.46401599332038,0.741419705029494,0.992554205606808,1.28998097272682,0.644831219274381,0.490456334620881,0.445684412502981,1.43465490799487,1,0.999888829747812,1.00544734235721,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.99591449323209,0.994552657642786,0.997276328821393,1.02227413501419,0.625703351092046,1,1,1,1,1,1,1,0.0721348058163667,0.0785319492905891
1991,1.24863338800935,1.26102444163086,0.970879839961195,1.44026313545327,0.753562782470407,0.993568884015296,1.3061114304264,0.67841711816506,0.496594097616991,0.443537089999112,1.42808265818447,1,0.999884428287753,1.00566301390013,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.995752739574906,0.994336986099875,0.997168493049937,1.02255310285463,0.629340905252724,1,1,1,1,1,1,1,0.0756538546830076,0.0828779666672405
1992,1.24457945268333,1.2575233744421,0.97069074679376,1.41726709092629,0.765318957288946,0.994551232749605,1.32172793963028,0.710932903452428,0.502536299264648,0.441458185465222,1.42171981333743,1,0.999881771502808,1.00579319636241,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.995655102728191,0.994206803637588,0.997103401818794,1.02298587024575,0.633114166509314,1,1,1,1,1,1,1,0.0775101986195305,0.0855048632079112
1993,1.24078356999445,1.25402230725334,0.970501653626326,1.39499225656391,0.776706430752527,0.995502772711937,1.33685467829296,0.742428917064228,0.508292139461175,0.439444480278086,1.41555652230383,1,0.999873161644594,1.0062150794149,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.995338690438822,0.993784920585096,0.996892460292548,1.02315144903061,0.63676341114676,1,1,1,1,1,1,1,0.0857295357689467,0.0952499046553393
1994,1.23676693225156,1.25052124006458,0.970312560458891,1.37340522791105,0.787742280085586,0.996424930879177,1.3515143312279,0.772952391996854,0.513870249952251,0.437492954584747,1.40958354230435,1,0.999859212552946,1.00689858490566,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.994826061320755,0.99310141509434,0.99655070754717,1.0236693700662,0.64067428343109,1,1,1,1,1,1,1,0.0923765916826979,0.103551594707166
1995,1.23301663078626,1.24702017287582,0.970123467291457,1.35247463208273,0.79844254392119,0.997319047443274,1.36572820361851,0.802547688661548,0.519278737523738,0.435600772191665,1.40379219268092,1,0.999850619132382,1.00731966251327,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.994510253115047,0.99268033748673,0.996340168743365,1.02381101942729,0.644392635591195,1,1,1,1,1,1,1,0.0816448391734579,0.0924515374264379
1996,1.2292530001143,1.24351910568707,0.969934374124022,1.33217097563374,0.808822300074031,0.998186382309984,1.37951632432928,0.831256509992515,0.524525223312332,0.433765266811736,1.39817431280332,1,0.999843748643651,1.00765631646108,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.99425776265419,0.99234368353892,0.99617184176946,1.02400444270275,0.648186126536744,1,1,1,1,1,1,1,0.0657251312958308,0.0750795335360459
1997,1.22536161434144,1.24001803849831,0.969745280956588,1.31246650589699,0.818895736427843,0.999028121022197,1.39289754007012,0.859118097510759,0.529616878635864,0.431983929528902,1.39272222370247,1,0.999837832443491,1.00794621026895,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.994040342298289,0.992053789731051,0.996026894865526,1.0244706515025,0.652196747837092,1,1,1,1,1,1,1,0.0342239832109623,0.0393748122368146
1998,1.221326645175,1.23651697130955,0.969556187789153,1.2933350844196,0.828676215638157,0.999845380166572,1.40588960134546,0.886169410282031,0.534560457697548,0.430254397356429,1.3874286930511,1,0.999817730605835,1.00893120031406,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.993301599764452,0.991068799685936,0.995534399842968,1.02510574665264,0.656361727911794,1,1,1,1,1,1,1,0.0242480455473298,0.027990707494419
1999,1.21759264296538,1.23301590412079,0.969367094621719,1.27475207128298,0.838176334270862,1.0006392123151,1.4185092410119,0.912445288485087,0.539362327477777,0.428574442779121,1.38228690315588,1,0.999814251370138,1.00910168286324,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.993173737852572,0.990898317136762,0.995449158568381,1.02126663607021,0.657693609009669,1,1,1,1,1,1,1,0.0212848073689635,0.024625515031803
2000,1.21378747069654,1.22951483693203,0.969178001454284,1.25669421923035,0.847407976927016,1.00141061054785,1.43077224617574,0.937978603112539,0.544028495091709,0.426941964182184,1.37729042166329,1,0.999805752164042,1.00951814396193,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.992861392028554,0.990481856038073,0.995240928019036,1.02174196323622,0.661835706203015,1,1,1,1,1,1,1,0.0212091283667757,0.0245996128459425
2001,1.20991133616119,1.22601376974327,0.968988908286849,1.23913957664516,0.856382365842745,1.0021605125975,1.44269352407989,0.962800393156781,0.548564632859724,0.425354977080192,1.37243317471442,1,0.999800653963243,1.00976795580111,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.992674033149171,0.990232044198895,0.995116022099447,1.02231734112336,0.666091569665988,1,1,1,1,1,1,1,0.0189539896220782,0.0220533520702067
2002,1.20618598361026,1.22251270255451,0.968799815119415,1.22206739852899,0.865110106399679,1.00288980465227,1.4542871625584,0.98693999148476,0.552976101310836,0.42381160606926,1.36770942231314,1,0.999784279921158,1.01057028386327,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.992072287102549,0.989429716136732,0.994714858068366,1.02617802551072,0.672550809746179,1,1,1,1,1,1,1,0.0164053787497559,0.0191368638792449
2003,1.20256374231442,1.21901163536575,0.96861072195198,1.20545806471989,0.873601228933828,1.00359932484936,1.46556648557396,1.01042514047503,0.557267970315141,0.422310077433754,1.36311373569773,1,0.999772580605909,1.01114355031046,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.991642337267157,0.988856449689543,0.994428224844772,1.02623998156013,0.676582266323926,1,1,1,1,1,1,1,0.0147465122716333,0.0172393827237531
2004,1.1986278038608,1.21551056817699,0.968421628784546,1.18929300467336,0.881865227189539,1.0042898664883,1.47654410429886,1.0332820983755,0.561445038520514,0.420848712346298,1.35864097652827,1,0.999762046400952,1.01165972635336,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.991255205234979,0.988340273646639,0.994170136823319,1.02675062738907,0.680959429227399,1.45952324758084,1.09592132840295,1.87328027243572,0.386854616732004,0.108040155133783,0.975061885174351,1.30835718511386,0.0020008730373743,0.017038904856526
2005,1.19506338319271,1.21200950098824,0.968232535617111,1.1735546281996,0.889911093728392,1.00496218098965,1.48723196415094,1.05553573723901,0.565511851250162,0.419425920606224,1.35428627772217,1,0.999755161301138,1.01199709624422,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.991002177816834,0.988002903755779,0.994001451877889,1.02367243269667,0.682994684211817,0.832941176470588,0.512070946008764,1.26917601833748,1.17248407643312,0.824976558627373,1.59869968700232,1.57384710030324,0.00584197582584509,0.025571640633241
2006,1.19107653039838,1.20850843379948,0.968043442449677,1.15822626161397,0.897747352570735,1.00561698062256,1.49764138815358,1.0772096332049,0.569472717001411,0.418040194867411,1.35004502578737,1,0.999746860354801,1.01240384261474,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.990697118038941,0.987596157385255,0.993798078692628,1.0244072841591,0.687613964397303,0.604097853014038,0.328241330113492,1.01806545816536,1.74461132767714,1.43485841248313,2.08023094464917,1.42280153412498,0.00568136928450147,0.0248755740327086
2007,1.18728350179007,1.20500736661072,0.967854349282242,1.14329208881349,0.90538208931891,1.00625494102185,1.50778311695034,1.0983261498152,0.573331722671597,0.416690105311426,1.34591284451868,1,0.99974241070298,1.01262187555398,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.990533593334515,0.98737812444602,0.99368906222301,1.02485311779651,0.692094217852854,0.722616785035511,0.440418961258448,1.11095869582268,0.444553846153846,0.17204062392158,0.948101675687217,2.18019998498457,0.011173523289668,0.0349259665686802
2008,1.18402636772313,1.20150629942196,0.967665256114808,1.12873709684148,0.912822978986027,1.00687670351343,1.51766734577181,1.11890651498478,0.577092747624224,0.415374294726444,1.34188557993588,1,0.999737953733111,1.01284026707756,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.990369799691834,0.987159732922445,0.993579866461222,1.02451538371717,0.696096877100944,0.840593035283301,0.531946716616773,1.24754259216397,0.679866146123815,0.338946670290543,1.2077657691916,2.15815145049744,0.00807320455289063,0.0299366930910921
2009,1.17973334323173,1.1980052322332,0.967476162947373,1.1145470255467,0.920077311731526,1.00748287726474,1.52730375862179,1.13897089218201,0.580759476697101,0.414091473956276,1.33795928635478,1,0.999730859126,1.01318790282598,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.990109072880516,0.986812097174021,0.99340604858701,1.0256892553644,0.701182154337162,1.52176616915423,1.19639739109354,1.873899775975,0.216318953323904,0.0190636765876147,0.842100857227689,1.12294476333315,0.000526644644489585,0.0121806481362297
2010,1.17596231431391,1.19450416504444,0.967287069779939,1.10070832098192,0.927152016685028,1.00807404127548,1.5367015599242,1.15853844632188,0.58433541224419,0.412840417687485,1.33413021349285,1,0.99972546533951,1.01345219836401,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.989910851226994,0.986547801635992,0.993273900817996,1.02610994638323,0.705812316950906,0.980409145607702,0.689584670442185,1.33912430736595,0.965962059620596,0.640270897453449,1.38536130208438,1.51815285825494,0.00456520589497404,0.0222997410391544
2011,1.17237923318595,1.19100309785568,0.967097976612504,1.08720809222193,0.934053684022055,1.00865074622228,1.54586950384765,1.17762740482406,0.587823885293858,0.411619960545617,1.33039479452119,1,0.999719875612182,1.01372609500308,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.989705428747687,0.986273904996915,0.993136952498458,1.02625776546564,0.710311299464035,0.708319774379,0.410397144537926,1.12479908496952,1.64961475306303,1.32080814903662,2.00865662406477,1.65594280918747,0.0036951914418908,0.0206833183484224
2012,1.16878010304293,1.18750203066692,0.966908883445069,1.07403407131192,0.940788585439538,1.00921351616958,1.55481592150448,1.19625511424508,0.591228065898307,0.410428993474421,1.32674963498239,1,0.999710057897435,1.01420716302571,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.989344627730718,0.98579283697429,0.992896418487145,1.02640421936364,0.714865732945843,1.11786114221725,0.767999742338876,1.53809807807346,0.851023017902813,0.460609951526837,1.40225474300557,1.87347538090791,0.00279660183796198,0.0186842395662448
2013,1.16519707108278,1.18400096347816,0.966719790277635,1.06117457608429,0.947362693164752,1.00976285015813,1.56354874620152,1.21443809285407,0.594550972741699,0.409266460374397,1.32319150250232,1,0.999704950681687,1.01445741659734,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.989156937551992,0.985542583402656,0.992771291701328,1.02654192228572,0.719471490247914,0.635650224215247,0.288365885830021,1.17222315838038,0.718631178707224,0.326030114378532,1.32439405482787,2.30812986592137,0.00375203562294775,0.0209986303597253
2014,1.16157537368012,1.18049989628941,0.9665306971102,1.04861847560748,0.953781697618825,1.01029922368084,1.57207553690377,1.23219207948739,0.59779548206825,0.408131354979268,1.31971731722998,1,0.999696386034435,1.0148770843127,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.988842186765479,0.985122915687305,0.992561457843652,1.0267280775571,0.724169895300536,0.720276816608997,0.442731268935003,1.09903169086532,1.58497461928934,1.3001761487861,1.89415586503583,1.4766877150191,0.00379287847567533,0.0212251305228249
2015,1.15803509714516,1.17699882910065,0.966341603942766,1.03635515805161,0.960051023844601,1.01082309005557,1.58040350005659,1.24953207898555,0.600964335985747,0.407022717950952,1.31632414294618,1,0.999684927751804,1.01543854016161,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.988421094878793,0.98456145983839,0.992280729919195,1.02678927992184,0.728839636514654,1.63508322663252,1.26428393622993,2.02280465017828,0.601507300989166,0.198011351452857,1.30778765424774,1.59554998184907,0.000548317832513421,0.0126783991090431
2016,1.154561126412,1.17349776191189,0.966152510775331,1.02437450077627,0.966175846798593,1.01133488170291,1.58853950989902,1.26647240448846,0.604060150194926,0.405939634175417,1.31300917878705,1,0.999670580222969,1.01614156907452,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.987893823194113,0.983858430925485,0.991929215462742,1.02635684072248,0.733216774340962,0.603357314148681,0.26812629944428,1.13342925036945,1.94035989717224,1.63157090658826,2.25350950887504,1.54662858135927,0.00127100441395507,0.0155590033033763
2017,1.1510432827359,1.16999669472313,0.965963417607897,1.01266684246305,0.972161105597536,1.0118350113366,1.59649012738848,1.28302671683917,0.607085421190441,0.404881230243383,1.3097697515333,1,0.99966529710136,1.01640044203335,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.987699668474985,0.983599557966647,0.991799778983323,1.02591917600494,0.737646804720259,1.06899601946042,0.722203567742428,1.49312164375143,0.374148606811146,0.107607231799375,0.918708924670494,2.25719337507296,0.00531698046068494,0.0259327274291589
2018,1.14762580501107,1.16649562753437,0.965774324440462,1.00122295713161,0.978011516802039,1.01232387307358,1.60426161784619,1.29920806132449,0.61004253297514,0.403846672101311,1.30660330842063,1,0.999659739216552,1.01667277838895,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.987495416208288,0.98332722161105,0.991663610805525,0.799064781737281,0.578278174654278,0.953074780372831,0.548949054580351,1.4840754923969,1.19300504237743,0.789910408449152,1.67510711095705,2.0210669016674,0.00243882249372306,0.0207316474686025
