run,year,N_HIV_M,Cum_HIV_M,N_HIV_Obs_M,N_HIV_D,N_CD4_1_M,N_CD4_1_Obs_M_NoW,N_CD4_1_Obs_M,N_CD4_1_D,N_CD4_2_M,N_CD4_2_Obs_M_NoW,N_CD4_2_Obs_M,N_CD4_2_D,N_CD4_3_M,N_CD4_3_Obs_M_NoW,N_CD4_3_Obs_M,N_CD4_3_D,N_CD4_4_M,N_CD4_4_Obs_M_NoW,N_CD4_4_Obs_M,N_CD4_4_D,N_HIVAIDS_M,N_HIVAIDS_Obs_M,N_HIVAIDS_D,N_AIDS_M,N_AIDS_D,N_Dead_D,Cum_Dead_D,N_Diag_Dead_M,Cum_Diag_Dead_M,N_Und_Dead_D,Cum_Und_Dead_D,N_Und_Dead_M,Cum_Und_Dead_M,N_Emig_D,Cum_Emig_D,Cum_Inf_M,Cum_Inf_D,N_Inf_M,N_Inf_D,delta1,delta2,delta3,delta4,t_diag,t_diag_p50,t_diag_p25,t_diag_p75,D_Avg_Time,t_diag_1,t_diag_2,t_diag_3,t_diag_4,t_diag_5,t_diag_6,t_diag_7,t_diag_8,t_diag_9,t_diag_10,t_diag_11,t_diag_12,t_diag_13,t_diag_14,t_diag_15,N_Alive,N_Alive_Diag_M,N_Und,N_Und_1,N_Und_2,N_Und_Inf_p,N_Und_Alive_p,N_Und_PrimInf,N_Und_CD4_1_M,N_Und_CD4_2_M,N_Und_CD4_3_M,N_Und_CD4_4_M,N_Und_HIVAIDS_M,N_Und_500,N_Und_350,N_Und_T_1,N_Und_T_1_p,N_Und_PrimInf_T_1,N_Und_CD4_1_T_1,N_Und_CD4_2_T_1,N_Und_CD4_3_T_1,N_Und_CD4_4_T_1,N_Und_CD4_5_T_1,N_Und_T_2,N_Und_T_2_p,N_Und_PrimInf_T_2,N_Und_CD4_1_T_2,N_Und_CD4_2_T_2,N_Und_CD4_3_T_2,N_Und_CD4_4_T_2,N_Und_CD4_5_T_2,N_Und_T_3,N_Und_T_3_p,N_Und_PrimInf_T_3,N_Und_CD4_1_T_3,N_Und_CD4_2_T_3,N_Und_CD4_3_T_3,N_Und_CD4_4_T_3,N_Und_CD4_5_T_3,LL_HIV,LL_CD4_1,LL_CD4_2,LL_CD4_3,LL_CD4_4,LL_AIDS,LL_HIVAIDS,Version,Timestamp
0,1990,1358.342311,7283.576994,1358.342311,1385.407078,514.70325,514.70325,42.894047,30,255.228434,255.228434,21.270082,13,191.643284,191.643284,15.971059,22,230.494225,230.494225,19.208797,37,166.273118,166.273118,161.467277,537.790421,588.775706,653.0813,1994.252502,396.717242,1433.403194,0,0,7.331273,40.826835,0,0,12140.180232,0,1117.934758,0,0.270398,0.231827,0.133803,0.59642,3.677935,2.8105,1.3365,5.1965,3.93447,18.032251,19.394013,15.257304,11.822092,9.0613,6.869474,5.152727,3.826588,2.815728,2.054634,1.487966,1.070267,0.765119,0.543963,0.384814,10105.100895,5289.324492,4815.776403,0,4815.776517,39.66808,47.656886,262.888677,1762.008754,1013.639817,1354.646469,408.452851,14.139836,2024.897431,1777.239156,1026.32436,21.311711,258.258528,416.779917,180.198991,139.962124,30.190579,0.934221,2657.642383,55.186166,4.630701,1068.323172,614.943468,746.296966,215.952804,7.495272,1131.809774,23.502125,0,276.905329,218.497238,468.38731,162.309454,5.710442,0,4.335954,3.739009,2.033742,12.928262,4.687767,0.140263,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1991,1352.176113,8635.753106,1352.176113,1238.191459,505.067963,505.067963,40.046227,21,256.034036,256.034036,20.300629,15,199.959198,199.959198,15.854523,10,219.692137,219.692137,17.419124,39,171.422778,171.422778,166.160969,608.067638,660.468976,730.547005,2724.799507,470.640638,1904.043832,0,0,7.55833,48.385165,0,0,13139.75845,0,999.578218,0,0.290908,0.253754,0.14544,0.55418,3.504411,2.6665,1.2715,4.9425,4.142735,19.07918,20.162264,15.553308,11.825803,8.900616,6.62952,4.887683,3.56876,2.582463,1.853482,1.320419,0.934369,0.657197,0.459731,0.32002,10366.573778,5910.953599,4455.620179,0,4455.620384,33.909453,42.980644,234.105266,1589.962949,919.146687,1284.068141,413.973735,14.3634,1824.068215,1712.405276,912.644691,20.483,229.910689,370.019501,159.883361,124.634401,27.350516,0.846222,2389.937085,53.638708,4.19465,951.345793,546.502417,675.000616,205.748395,7.145214,1153.038608,25.878297,0,268.597625,212.760901,484.433129,180.874823,6.372129,0,10.980949,1.523208,2.491651,19.7057,4.391378,0.163189,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1992,1304.470716,9940.223822,1304.470716,1167.481757,481.083235,481.083235,109.749797,81,248.140745,248.140745,56.608492,50,201.136659,201.136659,45.885423,35,202.322848,202.322848,46.156029,64,171.787229,171.787229,159.287238,669.746842,726.162409,782.746393,3507.5459,541.214654,2445.258486,0,0,7.5744,55.959565,0,0,14022.135901,0,882.377451,0,0.311419,0.275681,0.157076,0.511939,3.349076,2.5395,1.2145,4.7145,4.33024,20.105974,20.878848,15.797354,11.791784,8.719662,6.384806,4.62956,3.3255,2.367935,1.672576,1.172783,0.816896,0.565603,0.389501,0.266923,10458.630436,6432.677922,4025.952515,0,4025.95289,28.711407,38.49407,206.205528,1401.901337,812.386625,1182.52321,408.726754,14.209061,1608.106864,1605.459025,801.345833,19.904503,202.469757,324.183001,139.981892,109.506487,24.448533,0.756163,2102.923275,52.23418,3.735375,828.926422,474.991716,596.685219,191.916376,6.668168,1121.683781,27.861327,0,248.792184,197.413119,476.331579,192.361858,6.785041,0,8.291438,0.803384,2.814886,6.149561,4.624039,0.932455,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1993,1217.579264,11157.803086,1217.579264,1011.174018,444.224463,444.224463,169.521586,142,228.661438,228.661438,87.260052,76,192.090145,192.090145,73.303991,60,185.062781,185.062781,70.622262,56,167.540437,167.540437,135.940522,721.273303,786.779047,885.972037,4393.517937,605.900166,3051.158653,0,0,7.387151,63.346716,0,0,14798.148052,0,776.012151,0,0.331929,0.297607,0.168713,0.469699,3.209551,2.4255,1.1635,4.5105,4.500796,21.112873,21.54547,15.992927,11.724504,8.522852,6.138905,4.380686,3.09782,2.171991,1.510857,1.043383,0.715824,0.488182,0.331146,0.223535,10341.283399,6764.285149,3576.99825,0,3576.997922,24.171932,34.5895,181.52783,1216.697168,707.78887,1066.276464,391.07355,13.634369,1398.224997,1470.984382,702.174503,19.630272,178.237455,283.156537,122.491978,95.991339,21.628287,0.668907,1822.927708,50.962499,3.290201,711.417488,408.202944,519.57563,174.373477,6.067968,1051.895711,29.407219,0,222.123265,177.093995,450.709532,195.071792,6.897127,0,4.73166,1.519872,2.575523,3.261226,5.776861,6.374711,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1994,1108.12236,12265.925446,1108.12236,877.794692,401.651598,401.651598,278.073607,230,203.556281,203.556281,140.927186,109,176.30218,176.30218,122.058479,91,168.269753,168.269753,116.497426,63,158.342549,158.342549,165.701805,761.72124,797.068171,955.838131,5349.356068,662.731921,3713.890573,0,0,6.9816,70.328316,0,0,15488.205979,0,690.057927,0,0.347542,0.304889,0.172912,0.453158,3.136262,2.3645,1.1345,4.4035,4.64223,21.71686,21.906355,16.067207,11.655411,8.392871,5.99277,4.241272,2.975472,2.070043,1.428922,0.979295,0.666757,0.451268,0.303781,0.203503,10068.521595,6916.569378,3151.952218,0,3151.952213,20.350661,31.305015,162.347647,1048.865366,614.144776,949.568295,364.304278,12.721857,1211.213012,1326.594429,622.728559,19.756916,159.450501,249.950503,108.409578,85.041129,19.281045,0.595803,1570.259893,49.818645,2.896448,606.299423,350.37778,449.900961,155.375146,5.410136,958.963761,30.424438,0,192.615891,155.357589,414.62632,189.648106,6.715855,0,8.836204,7.851161,8.67434,29.538311,1.615441,0.336856,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1995,998.995985,13264.92143,998.995985,892.378656,361.710628,361.710628,195.855383,192,180.871899,180.871899,97.936671,98,160.169779,160.169779,86.727099,65,149.731811,149.731811,81.075254,51,146.511868,146.511868,142.567684,790.872702,765.113237,839.232015,6188.588083,710.293257,4424.18383,0,0,6.459965,76.788281,0,0,16118.750789,0,630.544809,0,0.363155,0.31217,0.177111,0.436617,3.067348,2.3055,1.1075,4.3025,4.735978,22.313581,22.250221,16.126593,11.577607,8.2602,5.848404,4.106371,2.85897,1.974278,1.352881,0.920471,0.622186,0.418066,0.2794,0.185818,9853.374425,7076.333347,2777.041078,0,2777.04113,17.228637,28.183655,149.613238,907.107386,534.069864,840.09726,334.463446,11.689883,1056.720624,1186.250589,567.677968,20.441828,147.020778,226.601022,98.522459,77.347466,17.641752,0.544491,1354.794328,48.785534,2.590401,517.605334,301.887488,390.052356,137.857757,4.800992,854.568834,30.772639,0,162.902382,133.660418,372.697764,178.96399,6.344279,0,0.076396,4.1E-05,5.964912,12.868189,0.84827,0.107146,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1996,900.335621,14165.257051,900.335621,884.279974,327.974512,327.974512,223.328976,231,161.639878,161.639878,110.066078,97,144.947255,144.947255,98.699505,97,131.680484,131.680484,89.665711,78,134.093491,134.093491,145.588637,809.484204,652.706102,677.923234,6866.511317,747.899142,5172.082972,0,0,5.912417,82.700697,0,0,16714.895788,0,596.144999,0,0.378767,0.319451,0.18131,0.420076,3.002451,2.2515,1.0825,4.2075,4.76657,22.903117,22.57755,16.171899,11.491962,8.125546,5.706246,3.976141,2.74824,1.884454,1.282391,0.866525,0.581718,0.388205,0.257671,0.170196,9765.683773,7298.745734,2466.938039,0,2466.938081,14.75892,25.261293,142.760433,795.623737,469.398024,743.300612,305.186062,10.669171,938.38417,1059.155846,535.511937,21.707555,140.371737,212.533667,92.625102,72.771128,16.695679,0.514625,1183.779035,47.985763,2.38719,448.219442,263.70298,341.869039,123.306412,4.293972,747.647109,30.306684,0,134.871614,113.070307,328.660682,165.184011,5.860495,0,0.260522,1.616392,0.029433,1.588203,0,0.95841,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1997,818.367459,14983.62451,818.367459,722.820269,302.585202,302.585202,237.22066,196,146.547353,146.547353,114.890152,102,131.568793,131.568793,103.147265,98,115.321981,115.321981,90.410094,76,122.34413,122.34413,120.763874,818.843351,342.898884,355.121607,7221.632924,775.582256,5947.665228,0,0,5.394367,88.095064,0,0,17298.793556,0,583.897768,0,0.39438,0.326732,0.185509,0.403535,2.941255,2.1995,1.0585,4.1175,4.720941,23.485547,22.888806,16.203896,11.399277,7.989533,5.566658,3.850687,2.643176,1.80032,1.217119,0.817091,0.544992,0.361352,0.2383,0.156384,9989.065568,7761.991586,2227.073982,0,2227.074018,12.874158,22.295118,141.075885,714.526741,420.554421,662.406853,278.767594,9.742489,855.602626,950.916936,523.364203,23.500082,138.796593,206.536805,90.222201,70.934841,16.369829,0.503933,1058.903261,47.546838,2.277856,398.230051,235.991501,306.05834,112.431115,3.914398,644.806555,28.953082,0,109.760829,94.341067,285.413896,149.966685,5.324077,0,7.617887,1.503558,0.261242,2.429556,0,0.0205,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1998,756.325857,15739.950367,756.325857,672.771933,286.460059,286.460059,220.796973,176,135.883324,135.883324,104.735811,106,120.65593,120.65593,92.998878,93,101.266097,101.266097,78.053631,56,112.060448,112.060448,113.596308,820.591996,287.072841,259.169552,7480.802476,793.975752,6741.640981,0,0,4.940941,93.036005,0,0,17889.629446,0,590.83589,0,0.409993,0.334014,0.189709,0.386993,2.88348,2.1505,1.0365,4.0325,4.594201,24.06095,23.184438,16.223315,11.300291,7.852717,5.429942,3.730068,2.543648,1.721623,1.156744,0.771828,0.511679,0.337208,0.221028,0.144167,10315.790964,8259.14789,2056.643074,0,2056.643103,11.496287,19.936843,143.842557,661.485086,386.856723,598.844991,256.651817,8.9619,805.327643,864.458707,528.398252,25.692268,141.590318,207.422478,90.822967,71.462869,16.589512,0.510108,977.665378,47.536949,2.250978,365.811104,218.091542,282.343114,105.49686,3.671779,550.579473,26.770784,0,88.252336,77.942519,245.039203,134.565476,4.779939,0,9.774563,0.015198,0,6.91828,0,0.020954,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
0,1999,715.290435,16455.240802,715.290435,718.702003,279.649523,279.649523,189.291867,188,129.613181,129.613181,87.733821,89,112.555924,112.555924,76.18794,97,89.740383,89.740383,60.744337,57,103.731424,103.731424,81.966014,816.566978,214.910891,236.026727,7716.829203,804.175885,7545.816865,0,0,4.5737,97.609705,0,0,18503.621581,0,613.992135,0,0.425606,0.341295,0.193908,0.370452,2.828876,2.1035,1.0145,3.9515,4.394422,24.6294,23.464884,16.230846,11.195681,7.715587,5.296343,3.614305,2.449507,1.648107,1.100962,0.730422,0.481482,0.315506,0.205627,0.133357,10689.182673,8738.411599,1950.771074,0,1950.771085,10.542645,18.249955,150.343374,632.875431,366.874623,552.64571,239.674043,8.357894,783.218804,800.677647,547.812019,28.08182,148.047216,214.030111,93.942864,73.982407,17.278626,0.530795,934.962265,47.927831,2.295126,348.215335,208.781493,269.661317,102.444754,3.564241,467.996801,23.99035,0,70.630667,64.150515,209.002146,119.950688,4.262784,0,0.008837,0.018186,5.228393,0.235698,0,4.924762,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
