stage,year,population,value,lower,upper
pldhiv,1983,all,18.852069424666603,18.56541608650044,19.16353211123336
pldhiv,1984,all,480.02895949765775,474.2800203640574,485.83995717399057
pldhiv,1985,all,2313.864758533351,2285.7529168663555,2342.847675127062
pldhiv,1986,all,3832.162770845752,3778.953216863217,3889.720469845765
pldhiv,1987,all,5253.603130575727,5171.595915068062,5345.848314360844
pldhiv,1988,all,6418.541346801295,6307.440230843405,6547.528720427026
pldhiv,1989,all,7412.485178304688,7263.002553997923,7590.726604186669
pldhiv,1990,all,8099.836980037962,7906.730353270742,8336.260268626347
pldhiv,1991,all,8569.925115651451,8331.481543655085,8866.234888487308
pldhiv,1992,all,8916.181498104583,8631.380171437659,9272.126863669217
pldhiv,1993,all,9005.592309795144,8672.594238233645,9422.298773026703
pldhiv,1994,all,8901.37840245953,8519.557298668036,9377.583556477874
pldhiv,1995,all,8918.634354073698,8491.23582948528,9451.326269550174
pldhiv,1996,all,9077.00920603845,8608.935914817554,9662.188908623622
pldhiv,1997,all,9415.91163242462,8918.450718720596,10045.858172319791
pldhiv,1998,all,9795.794727504535,9271.299420176503,10471.06111294299
pldhiv,1999,all,10239.4189559969,9685.948879534451,10965.662320140957
pldhiv,2000,all,10620.274387443647,10035.896771370362,11403.436124136384
pldhiv,2001,all,11076.883980631212,10459.235473878702,11922.299102267196
pldhiv,2002,all,11656.16233360366,11002.929078949152,12568.21626670036
pldhiv,2003,all,12214.19100871796,11523.93836818126,13199.248698116297
pldhiv,2004,all,12925.850558333395,12143.239089926356,14029.838942927528
pldhiv,2005,all,13595.584150780076,12711.016503468543,14832.700492557524
pldhiv,2006,all,14341.490326054198,13348.61685407635,15723.717270439369
pldhiv,2007,all,15088.43264500071,13983.789567883376,16625.902419673454
pldhiv,2008,all,15715.652650866805,14500.610708380796,17412.031597124656
pldhiv,2009,all,16550.79870522446,15225.352662914604,18410.904206239167
pldhiv,2010,all,17347.18032147738,15902.442716272431,19389.440816387763
pldhiv,2011,all,18216.821159781935,16652.814158657555,20444.071114197697
pldhiv,2012,all,19183.004784236953,17501.544359875028,21596.75717072222
pldhiv,2013,all,20044.421603433744,18238.36938983817,22657.37094170837
pldhiv,2014,all,20917.659195736887,18978.122932487207,23732.65296412398
pldhiv,2015,all,21884.295218778447,19817.792574143397,24899.512618635483
pldhiv,2016,all,22804.418363831133,20597.55387285695,26045.011425004024
pldhiv,2017,all,23642.09828363237,21468.50976,27112.713979288063
pldhiv,2018,all,24413.02785953224,22160.71957,28101.36081644422
pldhiv,2019,all,25295.99308594567,23229.5471,29206.859720839577
pldhiv,2020,all,26003.77012737362,24137.12586,30048.945884331373
pldhiv,2021,all,26362.12997138646,24448.3018,30579.790320089018
pldhiv,2022,all,26849.288559266235,25228.01759,31308.9352925964
retained,2013,all,19042.200523262058,16669.86962231209,22385.48249040787
retained,2014,all,19915.006064954563,17793.57085,23455.772012875863
retained,2015,all,20880.53554474381,19249.29605,24617.318142290947
retained,2016,all,21805.58483949533,20306.49222,25758.51629932898
retained,2017,all,22655.434715262116,21468.50976,26823.511696842324
retained,2018,all,23444.644421104127,22160.71957,27810.98008800763
retained,2019,all,24344.863745914114,23229.5471,28914.79112363118
retained,2020,all,25145.64571317029,24137.12586,29057.330670148436
retained,2021,all,25492.17968233071,24448.3018,29570.657239526077
retained,2022,all,25963.262036810447,25228.01759,30275.74042794072
numART,2000,all,6233,5079.453293,7867.965172
numART,2001,all,6771,5230.012981,8144.651301
numART,2002,all,6823,5425.822259,8475.102571
numART,2003,all,7173,5679.298017,8867.527271
numART,2004,all,7598,6005.453499,9330.411339
numART,2005,all,8453,6421.892249,9872.076115
numART,2006,all,9463,6948.381835,10500.05595
numART,2007,all,9933,7605.758903,11220.29505
numART,2008,all,10200,8413.905079,12036.20021
numART,2009,all,10900,9388.631216,12947.63708
numART,2010,all,12400,10537.59093,13950.0151
numART,2011,all,13523.43099,11855.84195,15033.65154
numART,2012,all,14824.47701,13322.27032,16183.61536
numART,2013,all,16511,15657.03809,17374.22419
numART,2014,all,17934,17793.57085,17990
numART,2015,all,19406,19249.29605,19480
numART,2016,all,20456,20306.49222,20535
numART,2017,all,21632,21468.50976,21751
numART,2018,all,22316,22160.71957,22431
numART,2019,all,23408,23229.5471,23549
numART,2020,all,24276,24137.12586,24333
numART,2021,all,24736,24448.3018,24620
numART,2022,all,25430,25228.01759,25480
suppressed,2003,all,3345.59887,2509.782316,4353.188286
suppressed,2004,all,4565.506936,3463.833636,5831.35862
suppressed,2005,all,5589.112934,4096.511431,6757.432147
suppressed,2006,all,6932.197674,4940.971751,7917.247224
suppressed,2007,all,7601.84718,5665.204123,8816.542539
suppressed,2008,all,8194.040524,6599.189216,9898.031651
suppressed,2009,all,8974.227405,7560.411787,10893.8074
suppressed,2010,all,10558.55449,8798.202038,12109.41937
suppressed,2011,all,11694.61467,10071.65797,13229.96721
suppressed,2012,all,13244.20281,11720.5812,14678.99988
suppressed,2013,all,15249.33418,14276.62494,16250.77833
suppressed,2014,all,16747.88889,16417.38379,17001.74962
suppressed,2015,all,18384.63158,18036.83043,18656.47078
suppressed,2016,all,19389.41383,19040.4162,19673.91256
suppressed,2017,all,20935.74251,20602.56802,21228.16074
suppressed,2018,all,21715.03052,21391.92966,22001.0335
suppressed,2019,all,22679.56433,22313.26794,23012.23292
suppressed,2020,all,23435.11446,23063.66234,23729.45486
suppressed,2021,all,24165.84397,23670.6801,24268.11833
suppressed,2022,all,25029.87762,24649.14606,25262.83523
