year,pldhiv,diagnoses,duplicates,deaths,emigrants,diag_departs,inter_departs,inter_arrivals
1980,2,2,0,0,0,0,0,0
1981,1.515993350816629,1,0,1.296369566,0.006835683183370817,0.1808014,0,-0
1982,3.479456806444418,2,0,0,0.005767344372211458,0.03076919999999994,0,-0
1983,17.71485227835248,19,0.8027927910315318,3.6668673541860657,0.014987628847242815,0.27995675402709574,0,-0
1984,453.0314018795783,517,51.886981094599,20.715097038620787,0.06440337609562087,9.016968889458829,0,-0
1985,2198.520056156237,2021,149.44600125858864,87.42573128709971,1.3459015232244234,37.29371165442853,0,-0
1986,3678.909267153037,1918,207.8109694614754,188.2119338748094,6.494654553440749,35.093231113474275,0,-0
1987,5056.474845179228,2395,716.2584521896337,253.507677766503,11.60306644144539,36.06522557622692,0,-0
1988,6182.160453965774,1804,329.08127372086483,301.6665031457531,15.522549273639404,32.044065073196975,0,-0
1989,7133.925180432834,1767,237.0498911725514,521.293005483926,22.79438033097456,34.0979965454872,0,-0
1990,7784.543367254224,1553,167.59292170771548,671.8142970836028,31.504226120158574,31.470368267134038,0,-0
1991,8207.87998019964,1482,244.5600230345022,751.911534896963,33.32657165595662,28.86525746716354,0,-0
1992,8508.98206936536,1246,78.51824263253542,805.9034919407908,32.565369679759485,27.910806581193384,0,-0
1993,8549.701566181011,1086,74.82598209153916,912.4561143760411,33.30714193261121,24.69126478415822,0,-0
1994,8389.065302026534,1033,155.20530794250223,984.693410529515,31.726374158958563,22.01117152350204,0,-0
1995,8361.26076392554,938,46.476749685189695,864.7380310228046,31.67148242060812,22.918274972390005,0,-0
1996,8491.529605277521,905,20.720026381067676,698.5599503796221,31.7575932697086,23.69358861761996,0,-0
1997,8794.19916816327,820,97.1797306875729,365.97539849124405,33.83228102025564,20.343026915178978,0,-0
1998,9142.135601130576,764,91.22806703340027,267.1206602038563,37.859904358287416,19.854935437149287,0,-0
1999,9550.929900117431,719,0.29799653874576304,243.31232575283119,44.59187775867864,22.003500962890403,0,-0
2000,9892.82333951257,765,95.90139289828205,253.17585877371488,52.5796080730507,21.4497008598129,0,-0
2001,10303.202212933891,777,48.59082773370025,235.5304452384866,58.01398958185389,24.485864024638854,0,-0
2002,10828.15420794308,847,17.821258607433236,214.08299563139764,61.62858736476497,28.515163387215964,0,-0
2003,11350.423550850648,871,48.075725670019935,201.3081639476272,70.5846975476906,28.76206992709368,0,-0
2004,11935.217112085347,893,25.26376174507821,169.04299298517378,82.89361736080326,31.00606667424455,0,-0
2005,12512.628049244595,949,22.04247361642773,226.11777259094666,89.96232678819823,33.466489845179034,0,-0
2006,13128.98149220087,977,-22.432593640445756,246.94549841673265,98.95997482328693,37.173677444151004,0,-0
2007,13684.642730183707,942,-2.459154183423307,241.98046794645813,110.46653387458862,36.350914379540704,0,-0
2008,14136.09529704793,894,71.15266381450787,220.0698968122321,118.72110117130401,32.603771337732105,0,-0
2009,14750.876962931987,932,-25.59942674092232,178.4625486871113,125.13011063554151,39.225101534213294,0,-0
2010,15249.436568480205,905,-11.004781669507782,241.7074126374177,136.9549490963061,38.7828143875643,0,-0
2011,15806.721044126098,966,9.868427834022466,218.3839939649622,139.23257412152546,41.230528433597556,0,-0
2012,16545.80699718969,1065,-38.42492871277857,172.35631239121946,143.3460956597998,48.63656759816453,0,-0
2013,17103.797721799958,1029,63.07355079858135,212.67260571583253,151.70984687805344,43.5532719972645,0,-0
2014,17522.95135419247,938,53.16610704351695,283.4639420434308,141.40399140348916,40.81232711704874,0,-0
2015,18031.883397988157,884,25.83008696583162,158.06862140861259,150.69675243513169,40.47249539473953,0,-0
2016,18495.09988977503,881,-12.981136708331135,223.12636287975488,164.25925808516513,43.37902395653808,0,-0
2017,18842.03354485595,836,0,289.21938092854356,158.28114849053765,41.56581549999997,0,-0
2018,19145.37244987539,735,0,247.23448074257982,146.87496296797727,37.55165127,0,-0
2019,19516.508360080552,801,0,244.7785071323765,142.85280960246016,42.23277305999999,0,-0
2020,19781.64056066062,574,0,227.58541937586233,73.27809526607062,8.00428477800002,0,-0
2021,19846.08208519096,512,0,348.5676594155096,91.69591173415348,7.2949043200000006,0,-0
2022,19868.801598108203,515,0,329.9945998575193,145.61171574523522,16.674171479999984,0,-0
