run,year,N_HIV_Obs_M_LB,N_HIV_Obs_M_UB,N_CD4_1_Obs_M_LB,N_CD4_1_Obs_M_UB,N_CD4_2_Obs_M_LB,N_CD4_2_Obs_M_UB,N_CD4_3_Obs_M_LB,N_CD4_3_Obs_M_UB,N_CD4_4_Obs_M_LB,N_CD4_4_Obs_M_UB,N_AIDS_M_LB,N_AIDS_M_UB,N_HIVAIDS_Obs_M_LB,N_HIVAIDS_Obs_M_UB,N_Inf_M_LB,N_Inf_M_UB,N_Alive_LB,N_Alive_UB,N_Alive_Diag_M_LB,N_Alive_Diag_M_UB,N_Und_LB,N_Und_UB,N_Und_Alive_p_LB,N_Und_Alive_p_UB,delta1_LB,delta1_UB,delta2_LB,delta2_UB,delta3_LB,delta3_UB,delta4_LB,delta4_UB,t_diag_LB,t_diag_UB,t_diag_p50_LB,t_diag_p50_UB,t_diag_p25_LB,t_diag_p25_UB,t_diag_p75_LB,t_diag_p75_UB,D_Avg_Time_LB,D_Avg_Time_UB,N_Und_CD4_3_M_LB,N_Und_CD4_3_M_UB,N_Und_CD4_4_M_LB,N_Und_CD4_4_M_UB,Version,Timestamp
1,1980,0.496512,0.496512,0,0,0,0,0,0,0,0,0.496512,0.496512,0.496512,0.496512,228.333996,228.333996,228.312104,228.312104,0.496512,0.496512,227.815592,227.815592,99.782529,99.782529,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,0.5,0.5,24.743022,24.743022,5.694474,5.694474,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1981,6.315377,6.315377,0,0,0,0,0,0,0,0,6.315377,6.315377,6.315377,6.315377,619.091958,619.091958,845.808659,845.808659,5.494942,5.494942,840.313717,840.313717,99.350333,99.350333,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.147616,1.147616,121.720764,121.720764,33.096481,33.096481,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1982,22.663174,22.663174,0,0,0,0,0,0,0,0,22.663174,22.663174,22.663174,22.663174,917.928601,917.928601,1762.738001,1762.738001,28.158116,28.158116,1734.579884,1734.579884,98.402592,98.402592,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.65101,1.65101,288.794349,288.794349,89.538593,89.538593,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1983,51.667155,51.667155,0,0,0,0,0,0,0,0,51.667155,51.667155,51.667155,51.667155,1134.102158,1134.102158,2890.861222,2890.861222,76.124431,76.124431,2814.736791,2814.736791,97.366721,97.366721,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,2.148175,2.148175,514.854242,514.854242,177.509204,177.509204,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1984,548.782011,548.782011,38.24599,38.24599,17.02832,17.02832,10.473506,10.473506,21.040859,21.040859,97.735589,97.735589,75.301568,75.301568,1276.87086,1276.87086,4143.429113,4143.429113,603.92365,603.92365,3539.505463,3539.505463,85.424545,85.424545,0.138973,0.138973,0.128799,0.128799,0.087763,0.087763,0.63544,0.63544,5.20725,5.20725,4.1485,4.1485,1.9845,1.9845,7.4395,7.4395,2.313276,2.313276,721.179403,721.179403,195.324765,195.324765,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1985,715.728053,715.728053,24.945964,24.945964,11.110184,11.110184,7.283696,7.283696,11.676422,11.676422,153.783927,153.783927,88.750243,88.750243,1355.492942,1355.492942,5409.987006,5409.987006,1234.629808,1234.629808,4175.357198,4175.357198,77.178692,77.178692,0.160575,0.160575,0.142835,0.142835,0.096601,0.096601,0.621542,0.621542,4.877567,4.877567,3.8555,3.8555,1.8375,1.8375,6.9615,6.9615,2.621417,2.621417,915.912907,915.912907,240.000964,240.000964,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1986,894.621424,894.621424,18.56439,18.56439,8.284645,8.284645,5.729266,5.729266,8.273251,8.273251,220.146549,220.146549,108.715392,108.715392,1379.226634,1379.226634,6601.191886,6601.191886,1946.02293,1946.02293,4655.168956,4655.168956,70.520128,70.520128,0.182177,0.182177,0.156872,0.156872,0.10544,0.10544,0.607643,0.607643,4.589759,4.589759,3.6025,3.6025,1.7125,1.7125,6.5425,6.5425,2.914941,2.914941,1082.609559,1082.609559,289.991277,289.991277,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1987,1057.64636,1057.64636,17.501259,17.501259,7.842579,7.842579,5.690018,5.690018,7.660676,7.660676,293.947788,293.947788,128.977614,128.977614,1357.33017,1357.33017,7706.236837,7706.236837,2757.070919,2757.070919,4949.165918,4949.165918,64.222863,64.222863,0.203779,0.203779,0.170908,0.170908,0.114279,0.114279,0.593745,0.593745,4.336354,4.336354,3.3815,3.3815,1.6055,1.6055,6.1715,6.1715,3.193926,3.193926,1209.434185,1209.434185,335.596424,335.596424,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1988,1188.0497,1188.0497,32.152349,32.152349,14.493106,14.493106,10.994934,10.994934,13.963941,13.963941,371.7249,371.7249,146.445368,146.445368,1299.061781,1299.061781,8705.422391,8705.422391,3651.701425,3651.701425,5053.720966,5053.720966,58.052565,58.052565,0.225381,0.225381,0.184944,0.184944,0.123117,0.123117,0.579846,0.579846,4.11156,4.11156,3.1865,3.1865,1.5125,1.5125,5.8425,5.8425,3.45568,3.45568,1289.751759,1289.751759,371.855167,371.855167,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1989,1276.407619,1276.407619,43.238424,43.238424,19.630561,19.630561,15.534939,15.534939,18.716717,18.716717,449.959069,449.959069,159.520242,159.520242,1213.6797,1213.6797,9405.165704,9405.165704,4421.206183,4421.206183,4983.959521,4983.959521,52.991725,52.991725,0.246983,0.246983,0.198981,0.198981,0.131956,0.131956,0.565948,0.565948,3.910821,3.910821,3.0135,3.0135,1.4305,1.4305,5.5475,5.5475,3.699389,3.699389,1322.020118,1322.020118,396.255749,396.255749,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1990,1319.199001,1319.199001,41.047985,41.047985,18.785957,18.785957,15.478419,15.478419,17.757355,17.757355,525.319896,525.319896,167.461257,167.461257,1110.44216,1110.44216,9855.142904,9855.142904,5087.323884,5087.323884,4767.81902,4767.81902,48.378994,48.378994,0.268585,0.268585,0.213017,0.213017,0.140795,0.140795,0.552049,0.552049,3.730498,3.730498,2.8595,2.8595,1.3595,1.3595,5.2815,5.2815,3.925032,3.925032,1309.150775,1309.150775,407.941423,407.941423,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1991,1317.902778,1317.902778,39.88694,39.88694,18.40921,18.40921,15.764695,15.764695,17.272593,17.272593,594.880295,594.880295,170.145905,170.145905,998.607392,998.607392,10115.70126,10115.70126,5674.679657,5674.679657,4441.021604,4441.021604,43.902261,43.902261,0.290187,0.290187,0.227054,0.227054,0.149633,0.149633,0.538151,0.538151,3.567657,3.567657,2.7215,2.7215,1.2955,1.2955,5.0415,5.0415,4.132427,4.132427,1257.544178,1257.544178,407.340834,407.340834,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1992,1278.088822,1278.088822,108.668004,108.668004,50.575916,50.575916,44.9297,44.9297,47.129063,47.129063,656.285773,656.285773,167.938514,167.938514,887.433629,887.433629,10212.983794,10212.983794,6170.022086,6170.022086,4042.961708,4042.961708,39.586489,39.586489,0.311789,0.311789,0.24109,0.24109,0.158472,0.158472,0.524252,0.524252,3.419899,3.419899,2.5975,2.5975,1.2385,1.2385,4.8235,4.8235,4.320285,4.320285,1176.000801,1176.000801,395.897517,395.897517,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1993,1200.021728,1200.021728,178.678041,178.678041,84.147122,84.147122,76.876639,76.876639,77.560754,77.560754,707.821496,707.821496,161.762786,161.762786,786.179104,786.179104,10106.058457,10106.058457,6484.071777,6484.071777,3621.98668,3621.98668,35.839756,35.839756,0.333391,0.333391,0.255126,0.255126,0.167311,0.167311,0.510354,0.510354,3.285248,3.285248,2.4855,2.4855,1.1875,1.1875,4.6245,4.6245,4.487224,4.487224,1076.696003,1076.696003,377.361257,377.361257,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1994,1100.876206,1100.876206,272.686701,272.686701,129.950523,129.950523,120.998013,120.998013,117.858066,117.858066,748.58862,748.58862,153.310935,153.310935,704.002916,704.002916,9847.463495,9847.463495,6629.109852,6629.109852,3218.353643,3218.353643,32.682057,32.682057,0.348056,0.348056,0.266426,0.266426,0.172154,0.172154,0.486802,0.486802,3.20365,3.20365,2.4165,2.4165,1.1565,1.1565,4.5045,4.5045,4.624441,4.624441,971.06681,971.06681,354.915381,354.915381,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1995,1001.771065,1001.771065,194.434879,194.434879,93.204123,93.204123,88.014581,88.014581,82.662847,82.662847,778.581841,778.581841,143.54138,143.54138,646.688089,646.688089,9648.590577,9648.590577,6791.648902,6791.648902,2856.941676,2856.941676,29.609938,29.609938,0.362721,0.362721,0.277725,0.277725,0.176997,0.176997,0.46325,0.46325,3.127146,3.127146,2.3535,2.3535,1.1275,1.1275,4.3925,4.3925,4.719328,4.719328,867.583016,867.583016,330.42695,330.42695,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1996,910.842973,910.842973,227.610922,227.610922,109.034817,109.034817,103.596973,103.596973,93.471349,93.471349,798.435897,798.435897,133.28524,133.28524,613.011265,613.011265,9577.801829,9577.801829,7024.568641,7024.568641,2553.233188,2553.233188,26.65782,26.65782,0.377386,0.377386,0.289025,0.289025,0.18184,0.18184,0.439698,0.439698,3.055344,3.055344,2.2935,2.2935,1.1005,1.1005,4.2875,4.2875,4.755203,4.755203,772.940303,772.940303,305.974744,305.974744,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1997,833.929725,833.929725,240.605757,240.605757,114.435082,114.435082,108.264708,108.264708,93.310536,93.310536,809.32816,809.32816,123.377692,123.377692,600.194274,600.194274,9817.434558,9817.434558,7503.376759,7503.376759,2314.057799,2314.057799,23.570901,23.570901,0.39205,0.39205,0.300325,0.300325,0.186683,0.186683,0.416146,0.416146,2.987896,2.987896,2.2365,2.2365,1.0745,1.0745,4.1885,4.1885,4.718705,4.718705,691.559953,691.559953,283.396032,283.396032,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1998,774.486052,774.486052,222.380209,222.380209,104.429473,104.429473,97.247806,97.247806,79.475789,79.475789,812.785024,812.785024,114.515251,114.515251,605.452732,605.452732,10158.66856,10158.66856,8018.693258,8018.693258,2139.975302,2139.975302,21.06551,21.06551,0.406715,0.406715,0.311624,0.311624,0.191527,0.191527,0.392595,0.392595,2.924493,2.924493,2.1835,2.1835,1.0505,1.0505,4.0955,4.0955,4.604726,4.604726,625.799311,625.799311,264.123625,264.123625,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,1999,733.997011,733.997011,192.936192,192.936192,89.134277,89.134277,80.822312,80.822312,62.094553,62.094553,810.530116,810.530116,107.21713,107.21713,626.002254,626.002254,10543.916696,10543.916696,8516.663542,8516.663542,2027.253154,2027.253154,19.226756,19.226756,0.42138,0.42138,0.322924,0.322924,0.19637,0.19637,0.369043,0.369043,2.864864,2.864864,2.1335,2.1335,1.0275,1.0275,4.0075,4.0075,4.420196,4.420196,576.332882,576.332882,249.149848,249.149848,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2000,712.41498,712.41498,243.202568,243.202568,110.408506,110.408506,96.701843,96.701843,69.207779,69.207779,804.349086,804.349086,101.822927,101.822927,659.058458,659.058458,10952.935922,10952.935922,8983.52884,8983.52884,1969.407082,1969.407082,17.980632,17.980632,0.436045,0.436045,0.334224,0.334224,0.201213,0.201213,0.345491,0.345491,2.808769,2.808769,2.0865,2.0865,1.0065,1.0065,3.9245,3.9245,4.184777,4.184777,542.568281,542.568281,239.054769,239.054769,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2001,708.553944,708.553944,229.661768,229.661768,102.570237,102.570237,86.450048,86.450048,57.132103,57.132103,795.977049,795.977049,98.510111,98.510111,701.83696,701.83696,11422.046445,11422.046445,9463.699831,9463.699831,1958.346615,1958.346615,17.145322,17.145322,0.45071,0.45071,0.345523,0.345523,0.206056,0.206056,0.321939,0.321939,2.755995,2.755995,2.0415,2.0415,0.9865,0.9865,3.8465,3.8465,3.926446,3.926446,523.031708,523.031708,234.064318,234.064318,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2002,721.001971,721.001971,234.395703,234.395703,105.006064,105.006064,87.498358,87.498358,57.789323,57.789323,787.243877,787.243877,96.536936,96.536936,751.553376,751.553376,11961.799248,11961.799248,9977.15771,9977.15771,1984.641537,1984.641537,16.591497,16.591497,0.465375,0.465375,0.356823,0.356823,0.210899,0.210899,0.298387,0.298387,2.706357,2.706357,1.9985,1.9985,0.9665,0.9665,3.7725,3.7725,3.7093,3.7093,513.871433,513.871433,227.47288,227.47288,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2003,744.518156,744.518156,230.374408,230.374408,104.955515,104.955515,88.206116,88.206116,61.029952,61.029952,779.57592,779.57592,92.966423,92.966423,805.423323,805.423323,12567.969601,12567.969601,10526.521949,10526.521949,2041.447652,2041.447652,16.243257,16.243257,0.454509,0.454509,0.362238,0.362238,0.22457,0.22457,0.345524,0.345524,2.679356,2.679356,1.9895,1.9895,0.9665,0.9665,3.7315,3.7315,3.523998,3.523998,512.446498,512.446498,217.250078,217.250078,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2004,775.782813,775.782813,253.383178,253.383178,117.326509,117.326509,98.919509,98.919509,69.253808,69.253808,773.796171,773.796171,88.706983,88.706983,860.662416,860.662416,13311.914627,13311.914627,11189.498617,11189.498617,2122.41601,2122.41601,15.943732,15.943732,0.443644,0.443644,0.367652,0.367652,0.23824,0.23824,0.392661,0.392661,2.657188,2.657188,1.9825,1.9825,0.9665,0.9665,3.6985,3.6985,3.346221,3.346221,517.747264,517.747264,207.464387,207.464387,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2005,813.378192,813.378192,273.254481,273.254481,128.880715,128.880715,108.961781,108.961781,75.896986,75.896986,770.793761,770.793761,84.939901,84.939901,914.486273,914.486273,14060.268796,14060.268796,11840.489854,11840.489854,2219.778942,2219.778942,15.7876,15.7876,0.432778,0.432778,0.373067,0.373067,0.251911,0.251911,0.439798,0.439798,2.639314,2.639314,1.9765,1.9765,0.9665,0.9665,3.6705,3.6705,3.196729,3.196729,527.993398,527.993398,199.535475,199.535475,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2006,855.123187,855.123187,289.687045,289.687045,139.521397,139.521397,118.499271,118.499271,81.572947,81.572947,771.161929,771.161929,81.977377,81.977377,964.11051,964.11051,14839.935777,14839.935777,12514.784039,12514.784039,2325.151738,2325.151738,15.668206,15.668206,0.421912,0.421912,0.378481,0.378481,0.265581,0.265581,0.486935,0.486935,2.625304,2.625304,1.9725,1.9725,0.9665,0.9665,3.6485,3.6485,3.084084,3.084084,541.069458,541.069458,193.467529,193.467529,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2007,898.296318,898.296318,284.204733,284.204733,140.067025,140.067025,119.780934,119.780934,81.35193,81.35193,775.185473,775.185473,79.693453,79.693453,1006.750742,1006.750742,15667.802857,15667.802857,13237.710519,13237.710519,2430.092338,2430.092338,15.510103,15.510103,0.411047,0.411047,0.383896,0.383896,0.279252,0.279252,0.534072,0.534072,2.61482,2.61482,1.9695,1.9695,0.9675,0.9675,3.6315,3.6315,3.008151,3.008151,554.811512,554.811512,188.650827,188.650827,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2008,939.897973,939.897973,347.610638,347.610638,175.579302,175.579302,151.46519,151.46519,101.519574,101.519574,782.849764,782.849764,77.796386,77.796386,1039.624145,1039.624145,16549.360769,16549.360769,14022.972437,14022.972437,2526.388332,2526.388332,15.265776,15.265776,0.400181,0.400181,0.38931,0.38931,0.292922,0.292922,0.581209,0.581209,2.60759,2.60759,1.9675,1.9675,0.9685,0.9685,3.6185,3.6185,2.964308,2.964308,567.165605,567.165605,184.315084,184.315084,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2009,976.862129,976.862129,343.669206,343.669206,178.118727,178.118727,155.187675,155.187675,102.714681,102.714681,793.853576,793.853576,75.971513,75.971513,1060.338877,1060.338877,17487.812915,17487.812915,14881.297553,14881.297553,2606.515363,2606.515363,14.904753,14.904753,0.389316,0.389316,0.394725,0.394725,0.306593,0.306593,0.628346,0.628346,2.603399,2.603399,1.9665,1.9665,0.9695,0.9695,3.6095,3.6095,2.946684,2.946684,576.292291,576.292291,179.753385,179.753385,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2010,1006.442416,1006.442416,355.631814,355.631814,189.295132,189.295132,166.651961,166.651961,108.970269,108.970269,807.640763,807.640763,73.95474,73.95474,1068.264873,1068.264873,18375.505818,18375.505818,15710.428792,15710.428792,2665.077026,2665.077026,14.503421,14.503421,0.37845,0.37845,0.40014,0.40014,0.320263,0.320263,0.675483,0.675483,2.602078,2.602078,1.9675,1.9675,0.9705,0.9705,3.6055,3.6055,2.949513,2.949513,580.802951,580.802951,174.44957,174.44957,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2011,1026.689044,1026.689044,338.874124,338.874124,185.360904,185.360904,164.866146,164.866146,106.501235,106.501235,823.461487,823.461487,71.572289,71.572289,1063.621019,1063.621019,19279.213839,19279.213839,16580.360586,16580.360586,2698.853253,2698.853253,13.998772,13.998772,0.367584,0.367584,0.405554,0.405554,0.333934,0.333934,0.72262,0.72262,2.603496,2.603496,1.9685,1.9685,0.9725,0.9725,3.6045,3.6045,2.967524,2.967524,579.869673,579.869673,168.120198,168.120198,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2012,1018.277562,1018.277562,306.802998,306.802998,170.771615,170.771615,151.657111,151.657111,103.365267,103.365267,840.522861,840.522861,68.420432,68.420432,1046.651126,1046.651126,20207.167639,20207.167639,17482.957599,17482.957599,2724.21004,2724.21004,13.481405,13.481405,0.356719,0.356719,0.410969,0.410969,0.347604,0.347604,0.769757,0.769757,2.607554,2.607554,1.9715,1.9715,0.9735,0.9735,3.6075,3.6075,3.004183,3.004183,580.947877,580.947877,158.287317,158.287317,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2013,985.850442,985.850442,332.678503,332.678503,187.776364,187.776364,165.334924,165.334924,123.260506,123.260506,857.759401,857.759401,63.958918,63.958918,1017.599004,1017.599004,21071.518095,21071.518095,18318.379554,18318.379554,2753.138542,2753.138542,13.065687,13.065687,0.332073,0.332073,0.390438,0.390438,0.330828,0.330828,0.870153,0.870153,2.716477,2.716477,2.0525,2.0525,1.0095,1.0095,3.7605,3.7605,3.051493,3.051493,588.357355,588.357355,147.261365,147.261365,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2014,950.251136,950.251136,356.23137,356.23137,205.426363,205.426363,180.459839,180.459839,144.449415,144.449415,874.080571,874.080571,59.56537,59.56537,976.708463,976.708463,21831.888935,21831.888935,19054.919406,19054.919406,2776.969528,2776.969528,12.719786,12.719786,0.307428,0.307428,0.369907,0.369907,0.314052,0.314052,0.970549,0.970549,2.839026,2.839026,2.1435,2.1435,1.0495,1.0495,3.9335,3.9335,3.1168,3.1168,598.131217,598.131217,137.475834,137.475834,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2015,910.366213,910.366213,305.136054,305.136054,180.856656,180.856656,159.313867,159.313867,136.434998,136.434998,888.570164,888.570164,55.716098,55.716098,924.223315,924.223315,22656.303349,22656.303349,19867.933339,19867.933339,2788.37001,2788.37001,12.307259,12.307259,0.282782,0.282782,0.349377,0.349377,0.297275,0.297275,1.070945,1.070945,2.977104,2.977104,2.2465,2.2465,1.0935,1.0935,4.1295,4.1295,3.206756,3.206756,607.535608,607.535608,128.898421,128.898421,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2016,864.876228,864.876228,243.157911,243.157911,149.009564,149.009564,132.130468,132.130468,121.164576,121.164576,900.291719,900.291719,52.285021,52.285021,860.387368,860.387368,23358.647785,23358.647785,20577.071974,20577.071974,2781.575812,2781.575812,11.90812,11.90812,0.258137,0.258137,0.328846,0.328846,0.280499,0.280499,1.171342,1.171342,3.133172,3.133172,2.3635,2.3635,1.1445,1.1445,4.3515,4.3515,3.323844,3.323844,614.633863,614.633863,121.035694,121.035694,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2017,812.98345,812.98345,243.662664,243.662664,155.424736,155.424736,139.160814,139.160814,136.924854,136.924854,908.340805,908.340805,49.07335,49.07335,785.444434,785.444434,23924.910326,23924.910326,21173.03726,21173.03726,2751.873065,2751.873065,11.502125,11.502125,0.233491,0.233491,0.308315,0.308315,0.263723,0.263723,1.271738,1.271738,3.310391,3.310391,2.4985,2.4985,1.2025,1.2025,4.6035,4.6035,3.469702,3.469702,617.957123,617.957123,113.466616,113.466616,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2018,754.471633,754.471633,214.2394,214.2394,143.437427,143.437427,130.034905,130.034905,137.648866,137.648866,911.872509,911.872509,45.930058,45.930058,699.638322,699.638322,24446.573289,24446.573289,21751.558672,21751.558672,2695.014617,2695.014617,11.0241,11.0241,0.208845,0.208845,0.287785,0.287785,0.246946,0.246946,1.372134,1.372134,3.512841,3.512841,2.6525,2.6525,1.2695,1.2695,4.8925,4.8925,3.647308,3.647308,616.275811,616.275811,105.904718,105.904718,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2019,689.58762,689.58762,164.039526,164.039526,116.549301,116.549301,107.282088,107.282088,122.582333,122.582333,910.115109,910.115109,42.753733,42.753733,603.212843,603.212843,24877.336406,24877.336406,22270.581652,22270.581652,2606.754754,2606.754754,10.478432,10.478432,0.1842,0.1842,0.267254,0.267254,0.23017,0.23017,1.47253,1.47253,3.745825,3.745825,2.8325,2.8325,1.3475,1.3475,5.2245,5.2245,3.862285,3.862285,608.443242,608.443242,98.156709,98.156709,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2020,552.534393,552.534393,139.882556,139.882556,80.088285,80.088285,78.735567,78.735567,108.77096,108.77096,901.799634,901.799634,41.461083,41.461083,496.411808,496.411808,25222.799558,25222.799558,22673.99548,22673.99548,2548.804078,2548.804078,10.105159,10.105159,0.159554,0.159554,0.246723,0.246723,0.213394,0.213394,1.572926,1.572926,4.016344,4.016344,3.0425,3.0425,1.4385,1.4385,5.6095,5.6095,4.128405,4.128405,618.803921,618.803921,106.256463,106.256463,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2021,484.176505,484.176505,115.921206,115.921206,62.019072,62.019072,69.531048,69.531048,104.782947,104.782947,886.913516,886.913516,46.495298,46.495298,379.479027,379.479027,25349.418563,25349.418563,22907.362022,22907.362022,2442.056541,2442.056541,9.63358,9.63358,0.141441,0.141441,0.108637,0.108637,0.11064,0.11064,1.160145,1.160145,5.053328,5.053328,3.9765,3.9765,1.8825,1.8825,7.1745,7.1745,4.46105,4.46105,621.124171,621.124171,115.896517,115.896517,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
1,2022,506.337283,506.337283,94.298423,94.298423,84.446691,84.446691,98.033389,98.033389,111.976375,111.976375,865.710313,865.710313,47.881404,47.881404,252.658309,252.658309,25381.811858,25381.811858,23195.545466,23195.545466,2186.266392,2186.266392,8.613516,8.613516,0.120723,0.120723,0.161133,0.161133,0.165861,0.165861,1.154106,1.154106,4.849685,4.849685,3.7635,3.7635,1.7875,1.7875,6.8315,6.8315,4.926151,4.926151,568.124847,568.124847,111.642199,111.642199,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1980,0.496512,0.50477,0,0,0,0,0,0,0,0,0.496512,0.50477,0.496512,0.50477,228.333996,232.082237,228.312104,232.05998,0.496512,0.50477,227.815592,231.55521,99.782483,99.782529,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,0.5,0.5,24.743022,25.151244,5.694474,5.788529,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1981,6.315377,6.418038,0,0,0,0,0,0,0,0,6.315377,6.418038,6.315377,6.418038,619.091958,628.776227,845.808659,859.236278,5.494942,5.605861,840.313717,853.630417,99.347576,99.350333,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.147616,1.147743,121.720764,123.66654,33.096481,33.627797,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1982,22.663174,23.021404,0,0,0,0,0,0,0,0,22.663174,23.021404,22.663174,23.021404,917.928601,931.401253,1762.738001,1789.622477,28.158116,28.627265,1734.579884,1760.995211,98.400374,98.402592,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.65101,1.651332,288.794349,293.249554,89.538593,90.932155,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1983,51.667155,52.458466,0,0,0,0,0,0,0,0,51.667155,52.458466,51.667155,52.458466,1134.102158,1149.472921,2890.861222,2933.081572,76.124431,77.384891,2814.736791,2855.696681,97.361652,97.366721,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,2.148175,2.148821,514.854242,522.485653,177.509204,180.179411,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1984,544.359927,548.782011,35.006648,38.24599,10.887367,17.02832,5.970751,10.473506,21.040859,25.697372,97.735589,100.472844,69.553868,75.301568,1276.87086,1292.50684,4143.429113,4201.538868,600.762026,603.92365,3539.505463,3600.776841,85.424545,85.701381,0.138973,0.140129,0.082544,0.128799,0.049677,0.087763,0.63544,0.975307,5.20725,5.570307,4.1485,4.4495,1.9845,2.1065,7.4395,7.9735,2.313276,2.329816,721.179403,754.014211,168.555184,195.324765,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
2,1985,699.965542,715.728053,24.945964,31.773209,11.110184,11.257213,6.703025,7.283696,11.676422,17.77967,153.783927,156.777577,76.462049,88.750243,1355.492942,1370.018616,5409.987006,5483.164243,1215.705674,1234.629808,4175.357198,4267.458569,77.178692,77.828392,0.160575,0.163413,0.105548,0.142835,0.064013,0.096601,0.621542,0.912388,4.877567,5.113232,3.8555,4.0375,1.8375,1.9045,6.9615,7.3055,2.610573,2.621417,915.912907,973.925908,208.486347,240.000964,ECDC HIV Modelling Tool v.1.3.0,2023/11/22 18:33:50
