year,pldhiv,pldhiv_lower,pldhiv_upper,ecdc_diagnosed,undiagnosed,undiagnosed_lower,undiagnosed_upper,percent,percent_lower,percent_upper,pldhiv_exclude,pldhiv_lower_exclude,pldhiv_upper_exclude,ecdc_diagnosed_exclude,undiagnosed_exclude,undiagnosed_lower_exclude,undiagnosed_upper_exclude,percent_exclude,percent_lower_exclude,percent_upper_exclude,undiag_adjusted,undiag_adjusted_lower,undiag_adjusted_upper,percent_adjusted,percent_adjusted_lower,percent_adjusted_upper,undiag_adjusted_exclude,undiag_adjusted_lower_exclude,undiag_adjusted_upper_exclude,percent_adjusted_exclude,percent_adjusted_lower_exclude,percent_adjusted_upper_exclude,final_undiagnosed,final_undiagnosed_lower,final_undiagnosed_upper,plhiv,plhiv_lower,plhiv_upper,undiag_percent,undiag_percent_lower,undiag_percent_upper,adjusted,method
1980,2,2,2,0.642853,292.801162,292.801162,292.801162,99.780928,99.780928,99.780928,2,2,2,0.642853,292.801162,285.804967,302.16088,99.780928,99.780815,99.781012,910.9428189648332,910.9428189648332,910.9428189648332,99.7809282291888,99.7809282291888,99.7809282291888,910.9428189648332,889.1767386945381,940.0621292892777,99.7809282291888,94.38620989523928,105.48548772338363,910.9428189648332,889.1767386945381,940.0621292892777,912.9428189648332,891.1767386945381,942.0621292892777,99.7809282291888,94.38620989523928,105.48548772338363,yes,exclude
1981,1.6699715694574275,1.5128489360163029,1.82709420289855,7.481942,1059.67307,1059.67307,1059.67307,99.298889,99.298889,99.298889,1.6699715694574275,1.5128489360163029,1.82709420289855,7.481942,1059.67307,1035.322494,1093.451471,99.298889,99.294838,99.302271,236.51932878117344,236.51932878117344,236.51932878117344,99.29888892280252,99.23342914904133,99.36443511523314,236.51932878117344,231.08427333435066,244.05867743313206,99.29888892280252,93.98033558298376,104.92764272012033,236.51932878117344,231.08427333435066,244.05867743313206,238.18930035063087,232.59712227036695,245.8857716360306,99.29888892280252,93.98033558298376,104.92764272012033,yes,exclude
1982,3.6499491860916438,3.4736768796339277,3.82709420289855,36.025406,2143.333646,2143.333646,2143.333646,98.346972,98.346972,98.346972,3.6499491860916438,3.4736768796339277,3.82709420289855,36.025406,2143.333646,2096.247197,2210.30657,98.346972,98.342819,98.350261,217.15394121416804,217.15394121416804,217.15394121416804,98.34697242902956,98.26813455024521,98.42554757666058,217.15394121416804,212.3833316559164,223.93936840530026,98.34697242902956,93.24609480424505,103.7443119982916,217.15394121416804,212.3833316559164,223.93936840530026,220.8038904002597,215.85700853555034,227.76646260819882,98.34697242902956,93.24609480424505,103.7443119982916,yes,exclude
1983,18.85196122817716,18.558762092561416,19.163423076964847,96.360395,3403.102644,3403.102644,3403.102644,97.246423,97.246423,97.246423,18.85196122817716,18.558762092561416,19.163423076964847,96.360395,3403.102644,3332.154234,3503.269787,97.246423,97.236541,97.254339,665.7834798227548,665.7834798227548,665.7834798227548,97.24642341050311,97.20220312029494,97.28808760356225,665.7834798227548,651.903122913458,685.3801937649639,97.24642341050311,92.52842653455178,102.2250793210729,665.7834798227548,651.903122913458,685.3801937649639,684.635441050932,670.4618850060194,704.5436168419287,97.24642341050311,92.52842653455178,102.2250793210729,yes,exclude
1984,480.94521815594436,474.9976847904972,486.9249097355856,613.692319,4294.609582,4294.609582,4294.609582,87.496851,87.496851,87.496851,460.0519736358657,452.8162368400398,466.0903058349963,613.692319,4294.609582,4184.022405,4407.637789,87.496851,86.591002,88.300678,3365.647374689725,3365.647374689725,3365.647374689725,87.49685061395738,87.36104415992236,87.63234619616786,3219.43676501286,3136.5355334631968,3304.1679048641854,87.00282240202431,82.73433774515289,91.48933998901079,3219.43676501286,3136.5355334631968,3304.1679048641854,3700.3819831688047,3611.533218253694,3791.092814599771,87.00282240202431,82.73433774515289,91.48933998901079,yes,exclude
1985,2318.2524525384847,2289.241181960247,2347.4655689200654,1237.870678,5035.36905,5035.36905,5035.36905,80.267442,80.267442,80.267442,2234.48046972748,2199.778240575273,2263.692618569579,1237.870678,5035.36905,4895.150653,5173.10314,80.267442,78.88368,81.426853,9430.10999215128,9430.10999215128,9430.10999215128,80.26744183751046,80.068346352375,80.46614400447983,9089.345115011452,8836.236874254662,9337.96893298405,79.677995837326975,75.617529436452,83.93319267541656,9089.345115011452,8836.236874254662,9337.96893298405,11407.597567549938,11125.47805621491,11685.434501904114,79.677995837326975,75.617529436452,83.93319267541656,yes,exclude
1986,3839.668081112665,3782.3739136132945,3897.598823802843,1977.789122,5510.35165,5510.35165,5510.35165,73.587714,73.587714,73.587714,3742.991833855087,3679.7086738448597,3800.5084172028673,1977.789122,5510.35165,5350.012498,5675.899863,73.587714,71.958864,75.225671,10697.764039078129,10697.764039078129,10697.764039078129,73.58771446451114,73.29563601522204,73.87888205229243,10428.412715084143,10124.968768554414,10741.714877825185,73.08910612465738,69.16286497384385,77.23772343366817,10428.412715084143,10124.968768554414,10741.714877825185,14268.080796196808,13907.34268216771,14639.313701628027,73.08910612465738,69.16286497384385,77.23772343366817,yes,exclude
1987,5260.03034348427,5168.685191828406,5352.697660036585,2849.875349,5688.766064,5688.766064,5688.766064,66.623785,66.623785,66.623785,5148.825602642877,5051.496804593416,5240.581303506626,2849.875349,5688.766064,5511.702978,5872.608831,66.623785,64.957091,68.215183,10499.786288590962,10499.786288590962,10499.786288590962,66.62378461448104,66.23432846623382,67.01219261695292,10277.80543736657,9957.908305444764,10609.951313824798,66.1469562577895,62.3825551871165,70.14104871488365,10277.80543736657,9957.908305444764,10609.951313824798,15537.835780850839,15126.59349727317,15962.648973861384,66.1469562577895,62.3825551871165,70.14104871488365,yes,exclude
1988,6423.901264872119,6296.724291095535,6553.324015834251,3819.812555,5589.973336,5589.973336,5589.973336,59.405957,59.405957,59.405957,6302.416476747286,6170.360219324885,6430.253881340937,3819.812555,5589.973336,5409.521708,5797.5343,59.405957,57.735776,61.247816,9400.837414581412,9400.837414581412,9400.837414581412,59.40595674282596,58.92404596495603,59.88724612677677,9223.054678761428,8925.322447876326,9565.51536776326,58.94472197650761,55.37199196214283,62.83987647517459,9223.054678761428,8925.322447876326,9565.51536776326,15646.955943633548,15222.046738971861,16118.839383597511,58.94472197650761,55.37199196214283,62.83987647517459,yes,exclude
1989,7416.354271545125,7241.540376483677,7595.003505101439,4655.407777,5266.74786,5266.74786,5266.74786,53.080682,53.080682,53.080682,7290.827492024622,7111.838204002304,7467.241230008365,4655.407777,5266.74786,5081.468156,5501.587812,53.080682,51.234032,54.920227,8390.257064405412,8390.257064405412,8390.257064405412,53.08068178612466,52.48745885575672,53.67429494997473,8248.2463256945,7958.080045028128,8616.02884019867,52.65532481656752,49.09051981094423,56.68581583790427,8248.2463256945,7958.080045028128,8616.02884019867,15664.600597239623,15199.620421511805,16211.032345300111,52.65532481656752,49.09051981094423,56.68581583790427,yes,exclude
