year,diagnoses,diagnoses_lower,diagnoses_upper,undiag,undiag_lower,undiag_upper,undiag_percent,uplower,upupper,infections,infections_lower,infections_upper,start_plhiv,start_plhiv_lower,start_plhiv_upper,deaths,deaths_lower,deaths_upper,ydf,ydf_lower,ydf_upper,cdr,cdr_lower,cdr_upper,ipr,ipr_lower,ipr_upper,imr,imr_lower,imr_upper
2010,916.3607619434152,916.3607619434152,916.3607619434152,2714.8757888884666,2592.4313775459127,2817.920012280725,13.5274532283854,11.669456756778946,15.666145789386867,1001.832133,974.347081,1031.798125,19301.069138543025,17391.440337414224,21264.16389947948,182.9124260377059,135.87758274076168,242.0400057908421,0.25235501711764985,0.24539150035760357,0.2611613129288368,0.9146849374848464,0.8881202046605922,0.9404869987427152,0.05190552532654287,0.04582108591741295,0.059327928278619435,5.477113582176645,4.025562128939867,7.5935861102897935
2011,976.6067628623059,976.6067628623059,976.6067628623059,2684.481411733404,2542.9244991681294,2788.5228593794973,12.8386823103164,10.941284417459864,14.962679187949949,997.147428,965.945893,1029.253456,20069.37849314972,17987.321515862204,22215.527522649536,163.2529906740322,118.57507871432136,220.46700438791345,0.26675313903636083,0.2593819764114316,0.27748205376044777,0.979400573515099,0.9488496319047638,1.0110367153476845,0.0496850178165884,0.04348066423429212,0.057221051788747306,6.107988735048705,4.381362624678342,8.680183620031515
2012,1106.4652201515892,1106.4652201515892,1106.4652201515892,2663.4379362531977,2525.3863149084773,2778.029263494695,12.186452856846516,10.356253766868518,14.3098326453987,986.231329,957.179117,1020.248335,20909.321898060476,18636.521069202685,23241.553753142416,121.64204486358868,82.23422570616425,175.4844059921526,0.29349964024189495,0.2848414960581888,0.30465596114552895,1.1219124637558429,1.0845057837331233,1.1559646470552796,0.04716706423135997,0.041183955563667204,0.05474457014866287,8.107651676737063,5.45449672059638,12.40661447516399
2013,963.740328103424,963.740328103424,963.740328103424,2632.640987002408,2469.5234045879224,2760.211756519432,11.606575502932404,9.713388926509104,13.778153040978486,968.911151,940.568013,1002.403344,21855.727565194185,19413.429439288135,24385.13357974709,158.801450830481,113.70556884597256,217.07156238379804,0.26797501256483525,0.2587950398403225,0.2807067569341505,0.9946632641277383,0.9614296818461372,1.0246365119620797,0.04433213893748457,0.03857137013106963,0.05163453201995189,6.1013998671479595,4.332985871898819,8.815780565311378
2014,1159.7359847853586,1159.7359847853586,1159.7359847853586,2620.436078756457,2460.565577587532,2740.531222804529,11.131957502434451,9.293611723926029,13.232271895594808,944.960027,919.429213,976.29573,22682.32336348711,20033.24936448383,25423.911502691622,227.2838488022564,174.25835739427,291.0864021334524,0.3067944964649966,0.2973478285099344,0.32034237060219406,1.227285759871998,1.187894148410706,1.2613651691588774,0.041660636428504066,0.03616395584537258,0.04873376815899057,4.157620666755529,3.158612722068946,5.602576224169681
2015,1143.0385893546918,1143.0385893546918,1143.0385893546918,2620.343077881896,2469.3702078795964,2741.4657678074095,10.69358021976543,8.933649092106748,12.752195069848597,914.096911,892.940502,944.147893,23539.75999444296,20710.965164771795,26475.880967276757,105.0342623381749,64.62296961654384,164.6306790337605,0.30372645945156374,0.29425596788099895,0.316420054737387,1.2504566809051298,1.2106562942408556,1.280083708594833,0.038832040395305266,0.03372656430596748,0.04558686113798034,8.702845058852475,5.4239009839526116,14.610097595364804
2016,1133.9516330558108,1133.9516330558108,1133.9516330558108,2631.312027842102,2493.922812088073,2751.2438582672917,10.345019068958972,8.660334277844017,12.370400564587856,876.035832,856.249561,903.988599,24503.88947415943,21497.991152043734,27641.226809114185,170.33485519429473,120.23715002950978,235.45999248220355,0.3011612824971185,0.29186475573450327,0.312566393959325,1.2944123877524347,1.25438709549014,1.3243237540834323,0.03575088897310867,0.030977263307201238,0.04204991027331692,5.143021555985931,3.636497020039261,7.518380124430214
2017,1082,1082,1082,2637.28786949732,2512.5698067812227,2760.4935575624954,10.035269969316152,8.410269925431061,12.057480825354435,830.490819,800.238274,864.349058,25435.54545721,22240.53977801773,28797.073323928704,240.33646905697785,183.3032074664136,308.7901358011339,0.29091590593826167,0.28158798025060894,0.3010095945163694,1.3028440233726413,1.251809081048365,1.3520972879635096,0.032650796516124556,0.027788875105410393,0.03886367267283287,3.455533911514324,2.5915279706841643,4.715406074704795
2018,939,939,939,2629.3325117045606,2513.274442105436,2763.2798445277576,9.722383800313922,8.142152905624759,11.772973410539178,777.1759,734.50044,821.120458,26280.18855059299,22894.44700386948,29875.019815757492,197.51796726061545,142.36267299771657,267.4394407159175,0.2631481222447647,0.25362750505959486,0.2719945982705051,1.2082206872343828,1.1435593777399222,1.2784199285163123,0.029572691173955206,0.024585772479139574,0.0358654855415909,3.934709893882989,2.746417798488478,5.767807253894217
2019,989,989,989,2622.862090758431,2514.9169035886152,2775.395001910401,9.394662298830609,7.863281908930225,11.491232844417189,715.805103,658.882235,770.913624,27044.113518946488,23471.384400257513,30867.44342972504,193.85357659036367,136.51470396192454,267.95482978819587,0.2738199784899114,0.2627248201897225,0.2822555520614925,1.3816610078008902,1.2828933997409806,1.501026962731815,0.026468055700865304,0.021345539565013116,0.0328448297234458,3.692503979498835,2.4589302440296064,5.647110542868821
2020,683,683,683,2639.7382903755174,2486.584435270873,2843.083799016479,9.21813451079212,7.561267299191049,11.515789482551677,646.092457,573.025284,720.920601,27918.641536321215,24152.282348527795,31983.04388314576,171.6630694318367,112.9168919791049,252.31711090760513,0.20555335398467725,0.19369931031999504,0.21548566190559007,1.0571242437520054,0.9473997539432223,1.1919194825616106,0.02314197329979166,0.01791653371372728,0.029848963778942566,3.76372424854344,2.2710520183858383,6.384523948227385
2021,579,579,579,2716.651161567503,2484.127347130238,2987.2747770612,9.34779813209647,7.403836181761516,12.0126075521786,567.751991,472.878353,665.806339,28636.36115620842,24688.57044776844,32885.81578827273,291.9328788976178,212.11169265827328,391.21599710294936,0.1756860697976941,0.16235428737129637,0.18902250359993997,1.0198114831445833,0.8696222401090717,1.2244163775456223,0.019826261720299273,0.014379401625445798,0.026968201354897855,1.9448031792236502,1.2087398176500461,3.1389421802062576
2022,591,591,591,2660.463239170798,2318.7940091361543,3021.3097360605825,9.023917310546254,6.758133773032883,12.112163605329778,480.497734,358.472237,604.550932,29061.936545673223,24867.829603901693,33551.89507365918,255.24843970759855,168.77125700832815,372.18936650500393,0.18176431856283862,0.1636072328184452,0.20310716090018113,1.229974582981072,0.9775851276001342,1.6486632408300004,0.01653357591104978,0.010684112960326593,0.02431056274831269,1.882470798060263,0.963144757106274,3.5820728168788123
2023,784,784,784,2360.751889318646,1895.5011276790967,2833.5094238761367,7.866035857491433,5.381722435523418,11.289198249842675,384.043713,231.920847,536.910918,29482.35392252003,25345,34311.158775650234,300.9187436426617,204.2717131093802,427.4075520721052,0.24930424643766233,0.21672369250111018,0.2925917783356476,2.0414342780817765,1.4602049869285765,3.3804636803521158,0.01302622287247726,0.006759341720763695,0.021184096192542908,1.276237260434825,0.5426222486608616,2.628415407239981
