year,diagnoses,diagnoses_lower,diagnoses_upper,undiag,undiag_lower,undiag_upper,undiag_percent,uplower,upupper,infections,infections_lower,infections_upper,start_plhiv,start_plhiv_lower,start_plhiv_upper,deaths,deaths_lower,deaths_upper,ydf,ydf_lower,ydf_upper,cdr,cdr_lower,cdr_upper,ipr,ipr_lower,ipr_upper,imr,imr_lower,imr_upper
2000,679.2397747626164,679.2397747626164,679.2397747626164,2508.7367405425857,2398.822589711875,2650.9743600088837,19.087759524208373,17.05071544087323,21.55675949963161,744.934647,720.684417,778.586476,12780.011398246126,11988.169500118009,13622.110612600614,248.9346390353379,244.06257650835585,253.26313568364336,0.2130629794484509,0.20396279256355446,0.22067121920662613,0.9118112273312163,0.8724011984541797,0.9424926621697947,0.058289044022467124,0.05290548854693328,0.06494623520232473,2.9924909200533225,2.845595412275962,3.1901100411981593
2001,730.8627516198706,730.0184003823138,730.9565684240436,2522.7451083816286,2398.7964820879265,2681.2605067571326,18.530086738830654,16.409339388505806,21.113507572554088,791.400505,768.477075,823.706857,13143.170299064372,12297.647798381697,14068.75035848362,231.5917392015314,227.3391606531872,235.32623474175057,0.22463148082619086,0.2140013819610183,0.233550876579375,0.9235055411291032,0.8862599530142236,0.9511755030871201,0.06021382109431677,0.05462298039403332,0.06698084629715899,3.4172225128950835,3.2655818244971058,3.6232510696060403
2002,820.3350203696573,820.3350203696573,820.3350203696573,2568.6109780249776,2438.9208405867353,2727.5559373584656,18.052392608198232,15.940916455331267,20.587304882008045,835.110811,812.608471,863.505455,13614.318939452662,12699.266086145546,14618.482958358476,210.60182786046823,207.00715697166916,213.71376719597365,0.2420619923593516,0.2312176530067191,0.2516939618631043,0.9823067903855184,0.9500056028825635,1.0095083298358298,0.061340623406430504,0.055587742812626885,0.06799648492616862,3.9653540497915,3.8023215895812887,4.171379712819198
2003,819.5059784534096,819.5059784534096,819.5059784534096,2611.086655722148,2480.5463447091197,2765.3261793714005,17.603432713226905,15.530283461564464,20.056737988573456,874.23789,851.555584,900.497722,14228.645663614032,13248.727567745746,15299.7529810845,198.21992094961223,195.09241136337275,200.88407612262765,0.23888175188435157,0.2286037232355855,0.2483312075694772,0.9373947158174644,0.9100589134565403,0.962363460296926,0.06144210142470765,0.05565812631437914,0.06796861943121822,4.4104441461372215,4.2390397508669455,4.615749611719967
2004,866.340654407988,866.340654407988,866.340654407988,2651.956712245379,2515.665623367926,2800.806194733186,17.01663624975628,14.940767604292745,19.43913496434808,908.475658,886.668409,929.373028,14832.826632502329,13787.517097480344,15972.318540406335,114.55997018195528,76.81693841708524,168.39584726403484,0.2462386103628467,0.2362437857133756,0.25616175230097854,0.9536201072412092,0.932177530772916,0.9770740060368927,0.061247642172888944,0.0555128178014313,0.06740684500546092,7.930131760309213,5.265381678977842,12.098542940541009
2005,927.7631519731622,927.7631519731622,927.7631519731622,2696.4621339509895,2561.096923235026,2839.9215649017297,16.54238436914093,14.484794244128016,18.9474779517267,937.656353,917.297181,955.641338,15584.49433438034,14408.0804000278,16837.59288676126,165.23143890688434,119.79222264637627,225.3068592519209,0.2559893711840789,0.2462422473456579,0.26592157093540086,0.989449011895259,0.970827773016619,1.0114095749882852,0.060165978624758656,0.0544791162946596,0.06632676327917743,5.674805952203886,4.071323811648133,7.977490665825861
2006,995.9618570850034,995.9618570850034,995.9618570850034,2741.416841820908,2605.306793165741,2868.168513374257,16.040932332423004,14.007356323247976,18.347994519742407,961.612215,941.4888,980.172131,16300.323301525488,14988.388281211455,17681.2792786012,183.74728060399767,136.00418714045514,245.26131888974243,0.26648673771715015,0.25774540753049985,0.276558611370373,1.0357208878477104,1.0161091359217633,1.0578584228351984,0.05899344431469075,0.05324777608933752,0.06539543229132148,5.23334120558995,3.8387170233853616,7.2069261366765875
2007,944.4098934638714,944.4098934638714,944.4098934638714,2761.5026577177955,2631.218620217392,2875.1636555601194,15.46417228631959,13.487136712377238,17.69117559468332,980.175485,960.303545,998.854719,17090.13407082189,15632.054556633497,18599.56106664981,178.3301376453277,130.59046563695068,240.09620292207188,0.25483868829088724,0.24725532349159626,0.26412416442321096,0.9635110323779128,0.9454927483441877,0.9834493461792557,0.05735329406651413,0.05163044125390061,0.06389785267069285,5.496409625104558,3.999661524475196,7.6487568531754535
2008,825.4528061070232,825.4528061070232,825.4528061070232,2746.155557041119,2624.33728765778,2846.84365180572,14.86687867033183,12.94730045599722,17.027425628398444,993.178401,972.317744,1014.039821,17857.42299418614,16251.964942477787,19509.09727045849,157.9972632741691,111.98798480594532,219.04234157351533,0.23111515098465046,0.22477836840443796,0.2392762410672341,0.8311223897699556,0.8140240540977959,0.8489537614640336,0.05561711795276116,0.04983919709459469,0.06239490575995536,6.286048127786619,4.438948821562287,9.054898369295111
2009,965.3783046351127,965.3783046351127,965.3783046351127,2740.459488821462,2620.265601319012,2842.656993067377,14.198485426638552,12.322448292373972,16.345149900850743,1000.453204,978.072841,1026.494626,18471.63495402243,16719.166560667498,20269.378134668845,121.57032730726804,81.14747466991145,177.94158454190446,0.2605020398733286,0.2535108603687462,0.2692342937434635,0.9649409895188987,0.9404611385029431,0.9870208681472965,0.05416159460113945,0.04825371723304621,0.06139627966951829,8.229419350590069,5.496595096182636,12.64974209210496
