year,prop
2015,0.8823524144735757
2016,0.892728977847702
2017,0.9091947003435038
2018,0.9087937341489396
2019,0.9193233222975161
2020,0.9301208131837588
2021,0.9288948532234962
2022,0.9449371149564012
2023,0.9656357706025119
