run,year,N_HIV_M,Cum_HIV_M,N_HIV_Obs_M,N_HIV_D,N_CD4_1_M,N_CD4_1_Obs_M_NoW,N_CD4_1_Obs_M,N_CD4_1_D,N_CD4_2_M,N_CD4_2_Obs_M_NoW,N_CD4_2_Obs_M,N_CD4_2_D,N_CD4_3_M,N_CD4_3_Obs_M_NoW,N_CD4_3_Obs_M,N_CD4_3_D,N_CD4_4_M,N_CD4_4_Obs_M_NoW,N_CD4_4_Obs_M,N_CD4_4_D,N_HIVAIDS_M,N_HIVAIDS_Obs_M,N_HIVAIDS_D,N_AIDS_M,N_AIDS_D,N_Dead_D,Cum_Dead_D,N_Diag_Dead_M,Cum_Diag_Dead_M,N_Und_Dead_D,Cum_Und_Dead_D,N_Und_Dead_M,Cum_Und_Dead_M,N_Emig_D,Cum_Emig_D,Cum_Inf_M,Cum_Inf_D,N_Inf_M,N_Inf_D,delta1,delta2,delta3,delta4,t_diag,t_diag_p50,t_diag_p25,t_diag_p75,D_Avg_Time,t_diag_1,t_diag_2,t_diag_3,t_diag_4,t_diag_5,t_diag_6,t_diag_7,t_diag_8,t_diag_9,t_diag_10,t_diag_11,t_diag_12,t_diag_13,t_diag_14,t_diag_15,N_Alive,N_Alive_Diag_M,N_Und,N_Und_1,N_Und_2,N_Und_Inf_p,N_Und_Alive_p,N_Und_PrimInf,N_Und_CD4_1_M,N_Und_CD4_2_M,N_Und_CD4_3_M,N_Und_CD4_4_M,N_Und_HIVAIDS_M,N_Und_500,N_Und_350,N_Und_T_1,N_Und_T_1_p,N_Und_PrimInf_T_1,N_Und_CD4_1_T_1,N_Und_CD4_2_T_1,N_Und_CD4_3_T_1,N_Und_CD4_4_T_1,N_Und_CD4_5_T_1,N_Und_T_2,N_Und_T_2_p,N_Und_PrimInf_T_2,N_Und_CD4_1_T_2,N_Und_CD4_2_T_2,N_Und_CD4_3_T_2,N_Und_CD4_4_T_2,N_Und_CD4_5_T_2,N_Und_T_3,N_Und_T_3_p,N_Und_PrimInf_T_3,N_Und_CD4_1_T_3,N_Und_CD4_2_T_3,N_Und_CD4_3_T_3,N_Und_CD4_4_T_3,N_Und_CD4_5_T_3,LL_HIV,LL_CD4_1,LL_CD4_2,LL_CD4_3,LL_CD4_4,LL_AIDS,LL_HIVAIDS,Version,Timestamp
0,1980,0.642853,0.642853,0.642853,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642853,0.642853,0,0.642853,0,0,0,0.062767,0.062767,0,0,0.028345,0.028345,0,0,293.47236,0,293.47236,0,0,0,0,0,11.567122,10.8755,6.3895,17.2385,0.5,1.19279,2.688429,3.724466,4.546088,5.15016,5.543558,5.745209,5.781735,5.683217,5.47992,5.200068,4.868552,4.506353,4.13046,3.754111,293.444015,0.642853,292.801162,0,292.801162,99.771291,99.780928,105.672261,104.11057,43.57464,31.891044,7.344145,0.208502,209.782831,39.443691,292.801162,100,105.672261,104.11057,43.57464,31.891044,7.344145,0.208502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285706,1.285706,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1981,8.073726,8.716579,8.073726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.073726,8.073726,0,8.073726,1,1.234638,1.234638,1.584413,1.647181,0,0,0.355985,0.384329,0,0,1068.773979,0,775.301619,0,0,0,0,0,11.567122,10.8755,6.3895,17.2385,1.151969,1.19279,2.688429,3.724466,4.546088,5.15016,5.543558,5.745209,5.781735,5.683217,5.47992,5.200068,4.868552,4.506353,4.13046,3.754111,1067.155012,7.481942,1059.67307,0,1059.673135,99.148472,99.298889,212.027452,451.140718,198.949576,154.206619,42.025549,1.323157,663.168169,197.555324,772.367911,72.887378,210.342156,308.720444,131.278951,97.624756,23.691341,0.710263,287.305223,27.112629,1.686096,142.419791,67.670444,56.581742,18.33419,0.61296,0,0,0,0,0,0,0,0,0,0,0,0,0,9.970222,16.147453,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1982,28.543464,37.260043,28.543464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.543464,28.543464,1,28.543464,1,0,1.234638,8.328917,9.976098,0,0,1.258531,1.642861,0,0,2182.23655,0,1113.462571,0,0,0,0,0,11.567122,10.8755,6.3895,17.2385,1.661944,1.19279,2.688429,3.724466,4.546088,5.15016,5.543558,5.745209,5.781735,5.683217,5.47992,5.200068,4.868552,4.506353,4.13046,3.754111,2179.359052,36.025406,2143.333646,0,2143.333682,98.217292,98.346972,285.447693,945.984641,437.196727,359.187474,111.871328,3.645783,1231.432334,474.704585,1108.911837,51.737714,282.0654,453.171899,193.240113,144.095745,35.272257,1.066424,1034.421845,48.262287,3.383115,492.812248,243.956427,215.091605,76.599053,2.579398,0,0,0,0,0,0,0,0,0,0,0,0,0,48.384073,48.384073,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1983,64.035829,101.295873,64.035829,19.060952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.035829,64.035829,5.718286,64.035829,5.718286,3.70084,4.935478,24.047586,34.023684,0,0,2.823452,4.466312,0,0,3508.864829,0,1326.628279,0,0,0,0,0,11.567122,10.8755,6.3895,17.2385,2.169864,1.19279,2.688429,3.724466,4.546088,5.15016,5.543558,5.745209,5.781735,5.683217,5.47992,5.200068,4.868552,4.506353,4.13046,3.754111,3499.463039,96.360395,3403.102644,0,3403.102659,96.985858,97.246423,329.833854,1498.097671,721.912252,627.955971,218.070207,7.232689,1827.931525,853.258868,1321.024717,38.818245,325.281652,545.206702,232.767072,173.777117,42.696629,1.295545,2082.077942,61.181756,4.554605,952.889521,489.144635,454.178491,175.373525,5.937166,0,0,0,0,0,0,0,0,0,0,0,0,0,89.006919,89.006919,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1984,538.316794,639.612667,538.316794,466.912175,144.93092,144.93092,24.941271,11,69.885384,69.885384,12.026628,10,48.62244,48.62244,8.367472,8,192.139784,192.139784,33.06548,45,82.738266,82.738266,36.906495,120.772722,36.906495,20.98487,25.920348,52.596166,86.61985,0,0,3.648075,8.114387,0,0,4942.336636,0,1433.471807,0,0.069344,0.069373,0.058146,1.00369,6.707334,5.4655,2.6685,9.5535,2.42137,8.011044,10.323266,9.962451,9.383528,8.650878,7.822798,6.956613,6.098491,5.281409,4.526384,3.844796,3.240829,2.713649,2.259171,1.8714,4908.301901,613.692319,4294.609582,0,4294.609653,86.894315,87.496851,349.697251,1904.642809,951.826841,885.403286,196.280582,6.758813,2254.34006,1088.442681,1379.27028,32.116314,344.433536,571.507482,244.147297,183.737425,34.38004,1.064501,2915.339373,67.883688,5.262837,1333.135891,707.679755,701.666002,161.900578,5.69431,0,0,0,0,0,0,0,0,0,9.872712,0.362494,0.01638,3.866499,80.225463,32.07471,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1985,708.026863,1347.63953,708.026863,1878.112875,235.027757,235.027757,21.44592,30,114.383366,114.383366,10.437306,29,76.1673,76.1673,6.950149,26,194.452701,194.452701,17.743509,77,87.995738,87.995738,102.740392,185.057848,116.624229,83.848504,109.768851,94.619057,181.238907,0,0,3.879886,11.994273,0,0,6395.002853,0,1452.666217,0,0.099006,0.09579,0.069654,0.940036,5.931574,4.7665,2.2925,8.4535,2.722821,9.639933,12.034238,11.187268,10.167037,9.066262,7.945929,6.858695,5.842429,4.920195,4.102828,3.392128,2.783798,2.269837,1.840332,1.484717,6273.239729,1237.870678,5035.36905,0,5035.369183,78.739121,80.267442,349.540774,2189.108971,1129.064886,1122.883572,236.693864,8.076983,2538.649745,1367.654419,1387.119546,27.547525,343.960744,574.588378,245.801158,186.06957,35.59654,1.103156,3471.122905,68.934826,5.579731,1551.721904,841.756976,878.583709,187.001887,6.478698,177.126732,3.517651,0,62.798899,41.506832,58.230346,14.095458,0.495197,0,3.031618,22.145354,30.505639,107.52601,29.173762,2.34315,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1986,923.155078,2270.794608,923.155078,1714.294938,326.274624,326.274624,19.881084,30,161.167137,161.167137,9.820492,7,106.479833,106.479833,6.488199,15,221.573991,221.573991,13.501299,43,107.659493,107.659493,155.220544,259.192107,208.744869,183.236634,293.005486,148.080193,329.3191,0,0,4.746895,16.741169,0,0,7797.887426,0,1402.884573,0,0.128667,0.122207,0.081162,0.876382,5.323398,4.2255,2.0155,7.5825,3.063645,11.227013,13.616257,12.239422,10.767884,9.311788,7.926182,6.652129,5.513979,4.521256,3.672352,2.958299,2.365921,1.880196,1.485868,1.168462,7488.140772,1977.789122,5510.35165,0,5510.351897,70.664673,73.587714,333.881384,2329.025738,1235.186731,1313.437024,288.939067,9.881705,2662.907122,1612.257797,1329.462033,24.126628,328.304236,550.014361,235.586992,179.36985,35.098309,1.088285,3629.863817,65.873542,5.577245,1591.318142,873.025798,944.820434,207.932305,7.189893,551.026047,9.999835,0,187.6932,126.57393,189.246733,45.908456,1.603728,0,4.447887,0.901129,8.118356,40.626222,10.526013,18.460086,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1987,1118.692957,3389.487565,1118.692957,1679.185882,405.094618,405.094618,19.699978,21,203.410302,203.410302,9.891957,15,136.151325,136.151325,6.621115,8,244.929437,244.929437,11.911056,30,129.107276,129.107276,157.508994,338.677446,267.41527,246.60673,539.612216,211.394305,540.713405,0,0,5.692566,22.433734,0,0,9100.687363,0,1302.799937,0,0.158329,0.148623,0.09267,0.812727,4.835003,3.7975,1.8045,6.8775,3.410147,12.773011,15.075823,13.135318,11.212249,9.420778,7.800493,6.373996,5.147461,4.114028,3.258187,2.559743,1.996839,1.548014,1.193445,0.915575,8538.641413,2849.875349,5688.766064,0,5688.7663,62.509191,66.623785,307.231093,2327.750935,1265.470815,1438.919712,337.797468,11.596042,2634.982028,1788.313221,1225.337765,21.539605,301.903485,505.989117,216.989431,166.156537,33.267469,1.031726,3522.991708,61.928926,5.327394,1516.911096,838.677145,936.439374,218.09165,7.545049,940.436827,16.531473,0,304.850882,209.804301,336.323844,86.438355,3.019445,0,0.083963,2.27376,0.269074,19.245933,16.173098,5.834396,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1988,1263.35734,4652.844905,1263.35734,1474.627335,461.37208,461.37208,31.831044,24,235.476604,235.476604,16.246033,9,161.804939,161.804939,11.163268,10,256.812991,256.812991,17.718076,45,147.890726,147.890726,199.119574,418.876762,433.329892,293.420134,833.03235,281.664433,822.377838,0,0,6.520761,28.954495,0,0,10271.772737,0,1171.085373,0,0.18799,0.17504,0.104179,0.749073,4.435181,3.4525,1.6385,6.2965,3.747925,14.27862,16.418978,13.889767,11.522971,9.421152,7.5984,6.052376,4.767196,3.717628,2.873594,2.203842,1.678488,1.270504,0.95642,0.71646,9409.785891,3819.812555,5589.973336,0,5589.973516,54.420726,59.405957,274.10265,2207.484067,1226.771826,1491.671858,376.956562,12.986373,2481.586717,1881.614793,1093.248448,19.557311,269.200347,450.348574,193.347874,148.892327,30.513053,0.946272,3260.953764,58.335766,4.902161,1378.537266,767.505159,883.381964,219.043207,7.584008,1235.771303,22.106927,0,378.59834,265.918838,459.3976,127.400306,4.456219,0,2.107454,3.860831,0.125663,29.323094,0.493059,15.991312,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
0,1989,1342.494612,5995.339517,1342.494612,1529.365909,490.072853,490.072853,41.125983,30,253.99692,253.99692,21.314939,9,180.746678,180.746678,15.167918,19,255.634028,255.634028,21.452322,53,162.044132,162.044132,206.6477,495.569327,529.156454,506.89939,1339.931741,355.364205,1177.742044,0,0,7.144809,36.099305,0,0,11298.186682,0,1026.413945,0,0.217652,0.201457,0.115687,0.685419,4.102745,3.1685,1.5045,5.8135,4.07207,15.744504,17.651323,14.516098,11.719909,9.336225,7.343408,5.708333,4.39007,3.34391,2.525244,1.892447,1.408568,1.042043,0.766704,0.561372,9922.155636,4655.407777,5266.74786,0,5266.747993,46.615869,53.080682,239.00878,2001.815182,1134.144642,1474.337734,403.497427,13.944095,2240.823962,1891.779256,951.180845,18.060117,234.634688,390.578264,167.862836,129.986189,27.273367,0.845501,2902.741654,55.114498,4.373568,1204.142072,674.724743,800.198261,211.958944,7.344065,1412.825494,26.825387,0,407.095198,291.557197,544.153377,164.265128,5.754594,0,3.325402,9.110573,0.895581,32.7773,2.22661,11.284274,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
