year,notifications,annunique,cumunique,propunique,unique,duplicates,totalnotifications,cumpropunique,cum_unique,cumduplicates,propunique_replace,unique_replace,duplicates_replace,cumpropunique_replace,cum_unique_replace,cumduplicates_replace
2007,1055,0.9792715898196815,0.8958091406139036,0.9792715898196815,1033.131527259764,21.86847274023603,28590,0.8958091406139036,25611.183330151503,2978.8166698484965,0.9792715898196815,1033.131527259764,21.86847274023603,0.8958091406139036,25611.183330151503,2978.8166698484965
2008,1019,0.8837967151822403,0.8953957304509509,0.8837967151822403,900.5888527707029,118.41114722929706,29609,0.8953957304509509,26511.772182922206,3097.2278170777936,0.8837967151822403,900.5888527707029,118.41114722929706,0.8953957304509509,26511.772182922206,3097.2278170777936
2009,1078,1.0019665104071376,0.8991394427979633,1.0019665104071376,1080.1198982188944,-2.1198982188943774,30687,0.8991394427979633,27591.8920811411,3095.107918858899,1.0019665104071376,1080.1198982188944,-2.1198982188943774,0.8991394427979633,27591.8920811411,3095.107918858899
2010,1070,1.039231950184548,0.9038596299347724,1.039231950184548,1111.9781866974663,-41.9781866974663,31757,0.9038596299347724,28703.870267838567,3053.129732161433,1.039231950184548,1111.9781866974663,-41.9781866974663,0.9038596299347724,28703.870267838567,3053.129732161433
2011,1151,1.0199812876702286,0.9079211355885195,1.0199812876702286,1173.9984621084332,-22.99846210843316,32908,0.9079211355885195,29877.868729947,3030.1312700529998,1.0199812876702286,1173.9984621084332,-22.99846210843316,0.9079211355885195,29877.868729947,3030.1312700529998
2012,1264,0.9780914938256599,0.9105166913889334,0.9780914938256599,1236.307648195634,27.6923518043659,34172,0.9105166913889334,31114.176378142634,3057.8236218573657,0.9780914938256599,1236.307648195634,27.6923518043659,0.9105166913889334,31114.176378142634,3057.8236218573657
2013,1248,0.9377411849084737,0.9114759282018184,0.9377411849084737,1170.3009987657751,77.69900123422485,35420,0.9114759282018184,32284.47737690841,3135.5226230915905,0.9377411849084737,1170.3009987657751,77.69900123422485,0.9114759282018184,32284.47737690841,3135.5226230915905
2014,1338,0.931172164196042,0.9121928759073593,0.931172164196042,1245.9083556943042,92.09164430569581,36758,0.9121928759073593,33530.385732602714,3227.6142673972863,0.931172164196042,1245.9083556943042,92.09164430569581,0.9121928759073593,33530.385732602714,3227.6142673972863
2015,1253,0.9808733171995929,0.9144568677239169,0.9808733171995929,1229.03426645109,23.965733548910066,38011,0.9144568677239169,34759.419999053804,3251.5800009461964,0.9808733171995929,1229.03426645109,23.965733548910066,0.9144568677239169,34759.419999053804,3251.5800009461964
2016,1266,1.0002413699716801,0.9172219256419266,1.0002413699716801,1266.305574384147,-0.30557438414689386,39277,0.9172219256419266,36025.72557343795,3251.2744265620495,1.0002413699716801,1266.3055743841471,-0.30557438414712124,0.9172219256419266,36025.72557343795,3251.2744265620495
2017,1252,1,0.9197790612509056,1.1029227950228222,1380.8593393685733,-128.85933936857327,40529,0.9229584967012886,37406.584912806524,3122.415087193476,1,1252,0,0.9197790612509056,37277.72557343795,3251.2744265620495
2018,1132,1,0.9219588001593325,0.9320429943474452,1055.072669601308,76.92733039869199,41661,0.9232053379037428,38461.65758240783,3199.342417592168,1,1132,0,0.9219588001593325,38409.72557343795,3251.2744265620495
2019,1240,1,0.924214483891703,1.0258568169950752,1272.0624530738933,-32.062453073893266,42901,0.9261723511219255,39733.720035481725,3167.279964518275,1,1240,0,0.924214483891703,39649.72557343795,3251.2744265620495
2020,948,1,0.9258529401682581,1.3591014909112875,1288.4282133839006,-340.4282133839006,43849,0.9355321272746385,41022.148248865626,2826.8517511343744,1,948,0,0.9258529401682581,40597.72557343795,3251.2744265620495
2021,734,1,0.9270736732260716,1.0150917130535615,745.0773173813141,-11.07731738131406,44583,0.9368419703978409,41767.22556624694,2815.7744337530603,1,734,0,0.9270736732260716,41331.72557343795,3251.2744265620495
2022,894,1,0.9285072800193054,0.9627088881842909,860.6617460367561,33.338253963243915,45477,0.9373504697381907,42627.887312283696,2849.112687716304,1,894,0,0.9285072800193054,42225.72557343795,3251.2744265620495
2023,1302,1,0.9304971370366607,1.0291540189369341,1339.9585326558881,-37.95853265588812,46779,0.9399056381055513,43967.845844939584,2811.154155060416,1,1302,0,0.9304971370366607,43527.72557343795,3251.2744265620495
