cascadeName,targetGender,targetAge,targetCob,targetExposure,targetAtsi,targetState,targetLocalRegion,targetGlobalRegion,excludeAborig,doRetained,doUnique,yearUnique,ecdcData,ecdcVersion,excludeOS,excludeNew,adjustmentStart,adjustmentStop,adjustStart,adjustStop,projectPldhiv,projectYear,projectName,projectOption,projectDecrease,analysisYear,interState,doAge
Male-2023,male,all,all,all,all,all,all,all,FALSE,TRUE,TRUE,2017,TRUE,1.3.0,FALSE,FALSE,1.1,3.3,2015,2020,FALSE,2033,future_sq,status-quo,0,2023,FALSE,FALSE
