year,pldhiv,diagnoses,duplicates,deaths,emigrants,diag_departs,inter_departs,inter_arrivals,extra_migrants
1980,0,0,0,0,0,0,0,0,0
1981,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0
1984,11.213513255794478,14.5,3.173019444327177,0,0,0.11346729987834557,0,0,0
1985,80.40987305058187,85.9,14.718350219893269,1.245799384959517,0.025513978436908717,0.7139766219229237,0,-0,0.012756989218454359
1986,136.4152417198064,65.1,4.23999558417427,4.0430959863014895,0.1821570422708891,0.6293827180288087,0,-0,0.09107852113544455
1987,200.51276421028624,74.1,3.374886850319402,5.533714723947988,0.33034142698013497,0.7635345082726525,0,-0,0.16517071349006748
1988,264.93849368974935,72.4,-0.36269253050946176,7.068734684859911,0.4748557848766546,0.7933725813097966,0,-0,0.2374278924383273
1989,318.0355438083033,66.3,-1.5578330583496356,13.247355562095297,0.7551038552148859,0.7583235224854595,0,-0,0.37755192760744294
1990,381.04917358411376,83.7,0.8251818235110011,17.825202973791455,1.0925368156506055,0.9434486112365031,0,-0,0.5462684078253027
1991,431.1187818124837,78,3.846486373957318,21.944781960507584,1.2725595354903023,0.8665639016749125,0,-0,0.6362797677451512
1992,493.6177493865206,87.2,-2.966512823671327,25.246452784048696,1.3414618395157025,1.079630626070026,0,-0,0.6707309197578513
1993,528.0317757112504,66.3,-2.1241035909186077,31.655644659451898,1.517812207741208,0.8366203989957656,0,-0,0.758906103870604
1994,577.2787968351643,86.7,-1.5947457536220497,36.391345574220225,1.5479398516615401,1.1084392038264006,0,-0,0.7739699258307701
1995,606.9709690172909,70.9,3.02427574964849,35.58737930305742,1.7227830547171255,0.8733897104503173,0,-0,0.8613915273585627
1996,647.4172332108593,74.5,0.8940172985063518,30.342035862203346,1.8307152083675446,0.9869674373543038,0,-0,0.9153576041837723
1997,711.2305378028951,82.9,-0.8899019521438105,16.73850508462566,2.058168797345433,1.1799234781369872,0,-0,1.0290843986727165
1998,789.4858532156536,94.6,-0.5497864189354126,13.024210798357682,2.4655143512013775,1.4047458566178346,0,-0,1.2327571756006888
1999,847.2796108746251,73,-1.7108951060289455,12.67783269419305,3.094504104289264,1.144800648575114,0,-0,1.547252052144632
2000,903.0730862861619,82.7,8.323972250709273,13.626605776118655,3.76153757568698,1.1944089859482827,0,-0,1.88076878784349
2001,979.9167007780628,97,1.1458042972940226,13.09982634357562,4.29714608247708,1.6136087847524396,0,-0,2.14857304123854
2002,1043.8000689437963,89.8,7.229066467861779,12.513627447345478,4.7521774008616,1.4217605181976283,0,-0,2.3760887004308
2003,1112.6056170001696,89.3,1.4329616259493858,12.005641974327029,5.518406914586635,1.5374414287635936,0,-0,2.7592034572933173
2004,1220.3339642859803,126,2.3087607822856073,7.101700262577717,6.648866870333911,2.2123247989920225,0,-0,3.3244334351669553
2005,1294.4271906223123,97,3.0674329279362595,10.648905098197513,7.492578769224483,1.697856868309579,0,-0,3.7462893846122416
2006,1414.8592559376402,150.7,7.141658742915939,12.02211960477052,8.431684649713114,2.6724716872723784,0,-0,4.215842324856557
2007,1528.4939175450568,139,0.7629728397803481,12.169987410545332,9.769856673891113,2.6625214683668497,0,-0,4.884928336945556
2008,1644.6542487512952,145.6,4.569493871122967,11.135849923292021,10.938260011986644,2.7960649873600527,0,-0,5.469130005993322
2009,1764.2996086254614,145.4,1.8605861441287832,8.91516032639673,12.037631528327681,2.941262126980745,0,-0,6.018815764163841
2010,1881.8299471622877,154.8,6.804178879865399,13.753982267862058,13.57726343603459,3.1342368794115667,0,-0,6.788631718017295
2011,1996.8566511806794,144.9,-0.0471862561063503,12.574133631166113,14.220071401182512,3.1262772053659464,0,-0,7.110035700591256
2012,2120.1247145252114,160.5,9.352723379668111,9.527771766815466,15.018928445845205,3.33251306313933,0,-0,7.5094642229226025
2013,2252.2568304244596,162,-2.638403083400993,12.621258883092448,16.172105306055947,3.712922995004717,0,-0,8.086052653027973
2014,2399.023644205286,182.8,-2.267903205142283,18.489256925585128,15.542658926011532,4.2691735727192945,0,-0,7.771329463005766
2015,2541.297871854153,168,-4.408663663426518,8.779097175728744,17.288963019981104,4.066375818849773,0,-0,8.644481509990552
2016,2670.3060198299804,161,7.960257841705328,14.503532296832706,5.8145910985001565,3.7134707871343777,0,-0,-3.8763940656667693
2017,2820.002768841972,166.9,0,20.75934749978687,-7.7060562486905555,4.149959736912334,0,-0,-17.338626559553752
2018,2968.8584991879693,149.8,0,17.484233318801785,-20.36765618113946,3.8276925163404125,0,-0,-29.62568171802103
2019,3149.6519807126483,169.1,0,17.650624981663302,-33.80245981214709,4.45835330580492,0,-0,-43.19203198218795
2020,3316.6449760213804,159,0,16.102118565972333,-25.20370736100723,1.1085934863026234,0,-0,-30.244448833208672
2021,3435.085054825427,114.4,0,28.23026246179783,-33.085285219168966,0.8149439533241906,0,-0,-39.702342263002755
2022,3619.426790399805,155.3,0,25.381782521012017,-56.93750838361578,2.5139902882254925,0,-0,-68.32501006033894
2023,3850.784181459621,205.9,0,31.16127637149186,-59.98126939573945,3.3626019644321383,0,-0,-71.97752327488735
