year,prop
2015,0.8272238549857284
2016,0.8445744440803135
2017,0.8643746438198925
2018,0.862215038252778
2019,0.8801254569914959
2020,0.9073124663898097
2021,0.8926222449793627
2022,0.9047473139538064
2023,0.9409151332230026
