cascadeName,targetGender,targetAge,targetCob,targetExposure,targetAtsi,targetState,targetLocalRegion,targetGlobalRegion,excludeAborig,doRetained,doUnique,yearUnique,ecdcData,ecdcVersion,excludeOS,excludeNew,adjustmentStart,adjustmentStop,adjustStart,adjustStop,projectPldhiv,projectYear,projectName,projectOption,projectDecrease,analysisYear,interState,doAge
Female-2023,female,all,all,all,all,all,all,all,FALSE,TRUE,TRUE,2017,TRUE,1.3.0,FALSE,FALSE,2,-5,2015,2020,FALSE,2033,future_sq,status-quo,0,2023,FALSE,FALSE
