"region","context","sex","year","diagnoses","retested","prop_retested","prop_lower","prop_upper"
"regional+remote","shc","female","2018",585,130,0.222222222222222,0.189603044197505,0.258557225761497
"urban","gp","female","2018",229,87,0.379912663755459,0.317441102363565,0.446483086670894
"regional","gp","female","2018",84,35,0.416666666666667,0.311664781099461,0.529359357523519
"remote","gp","female","2018",0,0,NA,NA,NA
"regional+remote","gp","female","2018",84,35,0.416666666666667,0.311664781099461,0.529359357523519
"urban","shc","all","2018",8268,4127,0.49915336236091,0.488318334290193,0.509989181203233
"regional","shc","all","2018",1545,463,0.299676375404531,0.277037036626189,0.323323462199703
"remote","shc","all","2018",24,9,0.375,0.195501906876821,0.592424083435277
"regional+remote","shc","all","2018",1569,472,0.300828553218611,0.278333649571034,0.324309999679061
"urban","gp","all","2018",3637,2640,0.72587297222986,0.71100360330763,0.740261186193364
"regional","gp","all","2018",211,102,0.483412322274882,0.414569960063766,0.552868534088614
"remote","gp","all","2018",1,1,1,0.054620755528852,1
"regional+remote","gp","all","2018",212,103,0.485849056603774,0.417116305242594,0.555103013428792
"urban","shc","male","2017",5673,3103,0.546976908161467,0.533907693480011,0.559982112844493
"regional","shc","male","2017",971,366,0.376930998970134,0.346485925944101,0.408362353953061
"remote","shc","male","2017",2,1,0.5,0.0945312057342307,0.905468794265769
"regional+remote","shc","male","2017",973,367,0.377183967112025,0.34676507613019,0.408585078752777
"urban","gp","male","2017",3148,2359,0.749364675984752,0.733766059970323,0.764349069463926
"regional","gp","male","2017",105,63,0.6,0.499601675811415,0.692987419851012
"remote","gp","male","2017",2,2,1,0.197867455762311,1
"regional+remote","gp","male","2017",107,65,0.607476635514019,0.508077667191861,0.699056542537656
"urban","shc","female","2017",1810,674,0.372375690607735,0.350124136380188,0.395174522647372
"regional","shc","female","2017",571,125,0.218914185639229,0.186115596082669,0.25556608458073
"remote","shc","female","2017",4,0,0,0,0.604226965517221
"regional+remote","shc","female","2017",575,125,0.217391304347826,0.184797243045833,0.253832686794301
"urban","gp","female","2017",222,87,0.391891891891892,0.327887091660385,0.459702265379783
"regional","gp","female","2017",56,25,0.446428571428571,0.315759094323248,0.584432132889751
"remote","gp","female","2017",1,0,0,0,0.945379244471148
"regional+remote","gp","female","2017",57,25,0.43859649122807,0.309782839186883,0.575674923980561
"urban","shc","all","2017",7483,3777,0.504744086596285,0.493349566795063,0.516133709357984
"regional","shc","all","2017",1542,491,0.318417639429313,0.295324066107944,0.342426254227294
"remote","shc","all","2017",6,1,0.166666666666667,0.00876229113212806,0.635177439262661
"regional+remote","shc","all","2017",1548,492,0.317829457364341,0.294793193969143,0.341780158760225
"urban","gp","all","2017",3370,2446,0.725816023738872,0.710353088579209,0.740759668302043
"regional","gp","all","2017",161,88,0.546583850931677,0.466419244273726,0.624490630687553
"remote","gp","all","2017",3,2,0.666666666666667,0.125334471910263,0.982347205721347
"regional+remote","gp","all","2017",164,90,0.548780487804878,0.469351864199086,0.625887840701817
"urban","shc","male","2016",4645,2237,0.481593110871905,0.467137672454347,0.496079197264115
"regional","shc","male","2016",771,267,0.346303501945525,0.312925206166846,0.381235117865913
"remote","shc","male","2016",7,3,0.428571428571429,0.118083011261553,0.797628306393515
"regional+remote","shc","male","2016",778,270,0.347043701799486,0.313794244942561,0.381825013636551
"urban","gp","male","2016",2508,1809,0.721291866028708,0.703213220350823,0.738685968139159
"regional","gp","male","2016",109,61,0.559633027522936,0.461459879637678,0.653549630048244
"remote","gp","male","2016",2,2,1,0.197867455762311,1
"regional+remote","gp","male","2016",111,63,0.567567567567568,0.470212500307854,0.660185203829386
"urban","shc","female","2016",1699,648,0.381400824014126,0.358306133216874,0.405037423137375
"regional","shc","female","2016",484,109,0.225206611570248,0.189274895585373,0.265585451907872
"remote","shc","female","2016",9,0,0,0,0.371190263416769
"regional+remote","shc","female","2016",493,109,0.221095334685598,0.185751493922417,0.260870761282295
"urban","gp","female","2016",221,87,0.393665158371041,0.32943611901472,0.461654178469019
"regional","gp","female","2016",61,34,0.557377049180328,0.425121481281154,0.682400629236167
"remote","gp","female","2016",0,0,NA,NA,NA
"regional+remote","gp","female","2016",61,34,0.557377049180328,0.425121481281154,0.682400629236167
"urban","shc","all","2016",6344,2885,0.454760403530895,0.442459611192384,0.467116302324949
"regional","shc","all","2016",1255,376,0.299601593625498,0.274513103983696,0.325932339638267
"remote","shc","all","2016",16,3,0.1875,0.0497312561080063,0.463076560310967
"regional+remote","shc","all","2016",1271,379,0.298190401258851,0.273296727865166,0.324319283620856
"urban","gp","all","2016",2729,1896,0.694759985342616,0.677032695121425,0.711933939674708
"regional","gp","all","2016",170,95,0.558823529411765,0.480776734923215,0.634169330095047
"remote","gp","all","2016",2,2,1,0.197867455762311,1
"regional+remote","gp","all","2016",172,97,0.563953488372093,0.48635142972153,0.638652886643876
"urban","shc","male","2015",3615,1573,0.435131396957123,0.418909754501741,0.451491935544891
"regional","shc","male","2015",676,217,0.321005917159763,0.28619445406329,0.357882574754192
"remote","shc","male","2015",10,5,0.5,0.236593090512564,0.763406909487436
"regional+remote","shc","male","2015",686,222,0.323615160349854,0.288966381947548,0.360269142357259
"urban","gp","male","2015",1735,1069,0.616138328530259,0.592731209600411,0.63902584574015
"regional","gp","male","2015",84,31,0.369047619047619,0.268339492745249,0.481854365222699
"remote","gp","male","2015",0,0,NA,NA,NA
"regional+remote","gp","male","2015",84,31,0.369047619047619,0.268339492745249,0.481854365222699
"urban","shc","female","2015",1399,519,0.370979270907791,0.345700185683584,0.39697492370271
"regional","shc","female","2015",523,135,0.258126195028681,0.221576944116078,0.298292172225741
"remote","shc","female","2015",13,2,0.153846153846154,0.0271070717007157,0.463375664969254
"regional+remote","shc","female","2015",536,137,0.255597014925373,0.219617037735241,0.295142743494331
"urban","gp","female","2015",193,83,0.430051813471503,0.359752319940588,0.503181706178968
"regional","gp","female","2015",55,24,0.436363636363636,0.305535700624039,0.576057540566352
"remote","gp","female","2015",0,0,NA,NA,NA
"regional+remote","gp","female","2015",55,24,0.436363636363636,0.305535700624039,0.576057540566352
"urban","shc","all","2015",5014,2092,0.417231751096929,0.403552272678295,0.431038883180505
"regional","shc","all","2015",1199,352,0.293577981651376,0.268087950465398,0.320407782644714
"remote","shc","all","2015",23,7,0.304347826086957,0.140563315620784,0.5300577628099
"regional+remote","shc","all","2015",1222,359,0.293780687397709,0.268522832824357,0.320351682488106
"urban","gp","all","2015",1928,1152,0.597510373443983,0.575186333869305,0.619442025465432
"regional","gp","all","2015",139,55,0.39568345323741,0.3148727239987,0.482349757569912
"remote","gp","all","2015",0,0,NA,NA,NA
"regional+remote","gp","all","2015",139,55,0.39568345323741,0.3148727239987,0.482349757569912
"urban","shc","male","2014",3213,1402,0.43635231870526,0.419135587036049,0.453722441473629
"regional","shc","male","2014",684,218,0.318713450292398,0.28418222016612,0.355311830264308
"remote","shc","male","2014",20,7,0.35,0.163086679716309,0.590510433848573
"regional+remote","shc","male","2014",704,225,0.319602272727273,0.285527998836408,0.35567483030018
"urban","gp","male","2014",1531,848,0.553886348791639,0.528555096392712,0.578944330242322
"regional","gp","male","2014",94,43,0.457446808510638,0.355371165940645,0.563036872530857
"remote","gp","male","2014",0,0,NA,NA,NA
"regional+remote","gp","male","2014",94,43,0.457446808510638,0.355371165940645,0.563036872530857
"urban","shc","female","2014",1395,512,0.367025089605735,0.34177700843125,0.393013848893631
"regional","shc","female","2014",560,166,0.296428571428571,0.259240919430627,0.336455303984779
"remote","shc","female","2014",22,11,0.5,0.30722106273725,0.69277893726275
"regional+remote","shc","female","2014",582,177,0.304123711340206,0.267310014759931,0.343565012191205
"urban","gp","female","2014",191,69,0.361256544502618,0.294025937484163,0.434166011077297
"regional","gp","female","2014",74,30,0.405405405405405,0.29476718626331,0.525929465542857
"remote","gp","female","2014",0,0,NA,NA,NA
"regional+remote","gp","female","2014",74,30,0.405405405405405,0.29476718626331,0.525929465542857
"urban","shc","all","2014",4608,1914,0.415364583333333,0.401104780941165,0.429766455597283
"regional","shc","all","2014",1244,384,0.308681672025723,0.283241560435784,0.335318134209295
"remote","shc","all","2014",42,18,0.428571428571429,0.2807634855883,0.589261543153061
"regional+remote","shc","all","2014",1286,402,0.312597200622084,0.287472561573586,0.338855201884581
"urban","gp","all","2014",1722,917,0.532520325203252,0.508617735089626,0.556276363024299
"regional","gp","all","2014",168,73,0.43452380952381,0.359008552129675,0.513081371554379
"remote","gp","all","2014",0,0,NA,NA,NA
"regional+remote","gp","all","2014",168,73,0.43452380952381,0.359008552129675,0.513081371554379
"urban","shc","male","2013",2795,1226,0.438640429338104,0.420162889148168,0.457288040448863
"regional","shc","male","2013",593,177,0.298482293423271,0.262237245615186,0.337380563018184
"remote","shc","male","2013",8,1,0.125,0.0065599169327461,0.53321081425291
"regional+remote","shc","male","2013",601,178,0.296173044925125,0.260261475198182,0.334732484433328
"urban","gp","male","2013",1402,677,0.482881597717546,0.456451989134764,0.50940603206621
"regional","gp","male","2013",91,39,0.428571428571429,0.326713774417156,0.536521546416313
"remote","gp","male","2013",0,0,NA,NA,NA
"regional+remote","gp","male","2013",91,39,0.428571428571429,0.326713774417156,0.536521546416313
"urban","shc","female","2013",1148,367,0.319686411149826,0.292924683586197,0.347670231905093
"regional","shc","female","2013",568,170,0.299295774647887,0.262242672717166,0.339108193857411
"remote","shc","female","2013",19,7,0.368421052631579,0.172300208215595,0.613672925588306
"regional+remote","shc","female","2013",587,177,0.301533219761499,0.264980036063206,0.340726119135726
"urban","gp","female","2013",211,70,0.33175355450237,0.26951463850453,0.400231262593046
"regional","gp","female","2013",55,23,0.418181818181818,0.289260623652779,0.558505739538447
"remote","gp","female","2013",0,0,NA,NA,NA
"regional+remote","gp","female","2013",55,23,0.418181818181818,0.289260623652779,0.558505739538447
"urban","shc","all","2013",3943,1593,0.404007101191986,0.388665636736538,0.419536971613433
"regional","shc","all","2013",1161,347,0.298880275624462,0.27282865522391,0.326280069788577
"remote","shc","all","2013",27,8,0.296296296296296,0.144976104280215,0.503408056045275
"regional+remote","shc","all","2013",1188,355,0.298821548821549,0.273065667433407,0.325895207339229
"urban","gp","all","2013",1613,747,0.463112213267204,0.438586368986619,0.487815571360262
"regional","gp","all","2013",146,62,0.424657534246575,0.344168552474959,0.509172430281122
"remote","gp","all","2013",0,0,NA,NA,NA
"regional+remote","gp","all","2013",146,62,0.424657534246575,0.344168552474959,0.509172430281122
"urban","shc","male","2012",2374,963,0.40564448188711,0.385851975951264,0.425745103062859
"regional","shc","male","2012",519,143,0.275529865125241,0.23793218086808,0.316508327691469
"remote","shc","male","2012",15,3,0.2,0.0531454364560261,0.486268153105215
"regional+remote","shc","male","2012",534,146,0.273408239700375,0.236434305821602,0.313698785272546
"urban","gp","male","2012",1077,529,0.491179201485608,0.460944778715133,0.521477298131001
"regional","gp","male","2012",88,38,0.431818181818182,0.328042316670725,0.541604160063106
"remote","gp","male","2012",0,0,NA,NA,NA
"regional+remote","gp","male","2012",88,38,0.431818181818182,0.328042316670725,0.541604160063106
"urban","shc","female","2012",1012,374,0.369565217391304,0.339887838528649,0.400245444476838
"regional","shc","female","2012",523,157,0.30019120458891,0.261569518271248,0.341797306363364
"remote","shc","female","2012",12,4,0.333333333333333,0.112728593809397,0.645630986533747
"regional+remote","shc","female","2012",535,161,0.300934579439252,0.262707019982705,0.3420684187111
"urban","gp","female","2012",172,63,0.366279069767442,0.295204653551956,0.443429166991757
"regional","gp","female","2012",96,40,0.416666666666667,0.318278959351889,0.521798891658039
"remote","gp","female","2012",0,0,NA,NA,NA
"regional+remote","gp","female","2012",96,40,0.416666666666667,0.318278959351889,0.521798891658039
"urban","shc","all","2012",3386,1337,0.394861193148258,0.378378089138102,0.411584725263093
"regional","shc","all","2012",1042,300,0.287907869481766,0.260769708981391,0.316631225904183
"remote","shc","all","2012",27,7,0.259259259259259,0.118729441428429,0.465937242271726
"regional+remote","shc","all","2012",1069,307,0.287184284377923,0.260408852577782,0.315509973555292
"urban","gp","all","2012",1249,592,0.473979183346677,0.446011812414638,0.502108427437968
"regional","gp","all","2012",184,78,0.423913043478261,0.3521798321159,0.498875483037073
"remote","gp","all","2012",0,0,NA,NA,NA
"regional+remote","gp","all","2012",184,78,0.423913043478261,0.3521798321159,0.498875483037073
"urban","shc","male","2011",1869,686,0.367041198501873,0.345219130807441,0.389415370393224
"regional","shc","male","2011",493,112,0.227180527383367,0.191437140912483,0.267257706946521
"remote","shc","male","2011",15,0,0,0,0.253467860960617
"regional+remote","shc","male","2011",508,112,0.220472440944882,0.185674585104857,0.259580032462413
"urban","gp","male","2011",823,394,0.478736330498177,0.444182298626607,0.513491450918527
"regional","gp","male","2011",78,30,0.384615384615385,0.278703763070165,0.50198587619884
"remote","gp","male","2011",0,0,NA,NA,NA
"regional+remote","gp","male","2011",78,30,0.384615384615385,0.278703763070165,0.50198587619884
"urban","shc","female","2011",1004,359,0.357569721115538,0.328030606326652,0.38821280304334
"regional","shc","female","2011",554,161,0.290613718411552,0.253487713434795,0.330692064296907
"remote","shc","female","2011",32,2,0.0625,0.010899822210974,0.222152721009591
"regional+remote","shc","female","2011",586,163,0.278156996587031,0.242597647349745,0.316673621367279
"urban","gp","female","2011",155,64,0.412903225806452,0.3353534316637,0.494838886536429
"regional","gp","female","2011",108,41,0.37962962962963,0.289468056648021,0.478470612134757
"remote","gp","female","2011",0,0,NA,NA,NA
"regional+remote","gp","female","2011",108,41,0.37962962962963,0.289468056648021,0.478470612134757
"urban","shc","all","2011",2873,1045,0.363731291333101,0.346161042093622,0.381669058758255
"regional","shc","all","2011",1047,273,0.260744985673352,0.234599966748773,0.288670584525007
"remote","shc","all","2011",47,2,0.0425531914893617,0.00740486526776649,0.15727172602988
"regional+remote","shc","all","2011",1094,275,0.251371115173675,0.226125616731498,0.27838743293212
"urban","gp","all","2011",978,458,0.468302658486708,0.436707122539609,0.500150273181647
"regional","gp","all","2011",186,71,0.381720430107527,0.312424566496555,0.455985416675041
"remote","gp","all","2011",0,0,NA,NA,NA
"regional+remote","gp","all","2011",186,71,0.381720430107527,0.312424566496555,0.455985416675041
"urban","shc","male","2010",1836,599,0.326252723311547,0.304922109649735,0.348318083560492
"regional","shc","male","2010",582,141,0.242268041237113,0.208410279630599,0.279588832114349
"remote","shc","male","2010",21,0,0,0,0.192403551475671
"regional+remote","shc","male","2010",603,141,0.233830845771144,0.20101471436433,0.270099157486918
"urban","gp","male","2010",713,334,0.468443197755961,0.431388502625794,0.505842568379763
"regional","gp","male","2010",58,24,0.413793103448276,0.288565630041271,0.550435414863467
"remote","gp","male","2010",1,1,1,0.054620755528852,1
"regional+remote","gp","male","2010",59,25,0.423728813559322,0.298491434605089,0.55889792548834
"urban","shc","female","2010",972,346,0.3559670781893,0.325984822439783,0.387102660230353
"regional","shc","female","2010",589,144,0.244482173174873,0.210699367452944,0.281656991631077
"remote","shc","female","2010",29,2,0.0689655172413793,0.0120359993693184,0.242111739487165
"regional+remote","shc","female","2010",618,146,0.236245954692557,0.203684571541785,0.272144435907876
"urban","gp","female","2010",127,41,0.322834645669291,0.244181974898868,0.412385533832023
"regional","gp","female","2010",120,46,0.383333333333333,0.297381554243275,0.476863883905604
"remote","gp","female","2010",0,0,NA,NA,NA
"regional+remote","gp","female","2010",120,46,0.383333333333333,0.297381554243275,0.476863883905604
"urban","shc","all","2010",2808,945,0.336538461538462,0.319119431324279,0.354408671791524
"regional","shc","all","2010",1171,285,0.243381725021349,0.219257341147441,0.269213362403056
"remote","shc","all","2010",50,2,0.04,0.00695862329316425,0.148588245239342
"regional+remote","shc","all","2010",1221,287,0.235053235053235,0.211728828727685,0.260068092597109
"urban","gp","all","2010",840,375,0.446428571428571,0.412542018569692,0.48081149191735
"regional","gp","all","2010",178,70,0.393258426966292,0.321819004833311,0.46938232678894
"remote","gp","all","2010",1,1,1,0.054620755528852,1
"regional+remote","gp","all","2010",179,71,0.396648044692737,0.325227903677115,0.472578395169602
"urban","shc","male","2009",1500,475,0.316666666666667,0.293293816841701,0.340989383984603
"regional","shc","male","2009",501,127,0.253493013972056,0.216434636159172,0.294400647392113
"remote","shc","male","2009",9,1,0.111111111111111,0.00582755740060351,0.493297984193994
"regional+remote","shc","male","2009",510,128,0.250980392156863,0.214382514691162,0.291398116096251
"urban","gp","male","2009",497,220,0.442655935613682,0.398605050901367,0.487606666297918
"regional","gp","male","2009",65,23,0.353846153846154,0.242029619437887,0.483020157199053
"remote","gp","male","2009",1,0,0,0,0.945379244471148
"regional+remote","gp","male","2009",66,23,0.348484848484849,0.238146723998204,0.476555371761954
"urban","shc","female","2009",924,302,0.326839826839827,0.296840870483302,0.358298216189156
"regional","shc","female","2009",567,170,0.299823633156966,0.262716059472927,0.339688111535097
"remote","shc","female","2009",19,1,0.0526315789473684,0.00275352468032625,0.281074109742526
"regional+remote","shc","female","2009",586,171,0.291808873720137,0.255637026321639,0.330755108948523
"urban","gp","female","2009",89,29,0.325842696629214,0.232467545590982,0.434441777141417
"regional","gp","female","2009",114,52,0.456140350877193,0.363459278119664,0.55181585131575
"remote","gp","female","2009",1,1,1,0.054620755528852,1
"regional+remote","gp","female","2009",115,53,0.460869565217391,0.368361920640672,0.556025686103651
"urban","shc","all","2009",2424,777,0.320544554455446,0.302059916417185,0.339603379632004
"regional","shc","all","2009",1068,297,0.278089887640449,0.251597183041056,0.306200885850332
"remote","shc","all","2009",28,2,0.0714285714285714,0.012469260315964,0.249583817004687
"regional+remote","shc","all","2009",1096,299,0.272810218978102,0.246827767345791,0.300407095905785
"urban","gp","all","2009",586,249,0.424914675767918,0.384670382546163,0.466157765224543
"regional","gp","all","2009",179,75,0.418994413407821,0.34649137894396,0.495031386006513
"remote","gp","all","2009",2,1,0.5,0.0945312057342307,0.905468794265769
"regional+remote","gp","all","2009",181,76,0.419889502762431,0.34774489390874,0.495490458866256
